func,ndim,nitn,neval,res_mean,res_err,res_rel,total_time,pre_time,ncall,avg_neval,chi2,Q,run_num
f2,8,15,10000000,0.33337393326159626,2.9882403058033604e-05,22308.315212928886,75.173,25.328,7440,9882516.0,15.70314288053554,0.07334554453037356,1
f2,6,15,10000000,0.9981765212256748,0.0024878743497122285,0.7329464908612148,59.241,19.262,7260,9653618.0,14.519458874292544,0.10500981939698661,1
f2,4,15,10000000,0.9991052423842021,0.0003268040620587552,2.737902369270644,46.642,15.33,7500,9967008.0,10.721255929305672,0.2953003593379455,1
f2,2,15,10000000,1.000007494731185,5.631111973730442e-06,1.330950480111512,30.049,10.17,7275,9680000.0,15.791843032553064,0.07135775940577127,1
