func,ndim,nitn,neval,res_mean,res_err,res_rel,total_time,pre_time,ncall,avg_neval,chi2,Q,run_num
f1,8,15,10000000,0.999843757509855,9.088735200993369e-05,1.719078471203914,73.277,24.554,7440,9882516.0,10.635956775892268,0.30148958712186547,2
f1,6,15,10000000,0.9999575585157043,6.583747515710257e-05,0.644640217359318,54.944,18.125,7260,9653618.0,3.4660068067257743,0.9429293602011934,2
f1,4,15,10000000,1.0000367117999114,2.7480395397035383e-05,1.3359269173886221,41.851,13.818,7500,9967008.0,13.702624614651642,0.1333036123726209,2
f1,2,15,10000000,0.9999989192935854,1.8351824640436319e-06,0.588882269613078,28.061,9.361,7275,9680000.0,13.368987441473195,0.14660832808232116,2
