func,ndim,nitn,neval,res_mean,res_err,res_rel,total_time,pre_time,chi2,Q,run_num
f3,8,15,100000000,-3.1118771843442,16.396424043388436,0.25077889992740465,225.121,76.972,10.308281973914589,0.32610938010831214,3
f3,6,15,100000000,0.6540441582327278,0.4548111514831897,0.7606582218555368,177.788,59.368,5.907509773369489,0.7491382598561077,3
f3,4,15,100000000,0.9697408641412865,0.018104573339574874,1.671353159843317,133.081,44.409,8.984237457693213,0.43873048685037386,3
f3,2,15,100000000,0.9998704988660663,0.0011159113745338705,0.11604965850251636,76.845,25.663,6.520729450705571,0.6868799815602803,3
