ndims,neval,result_mean,result_sdev,result_gen_time,result_eval_time,run_num,eval_time_perc,total_time
2,10000,0.5964542724840646,0.17373694024798547,1.3553764820098877,0.52459716796875,1,0.28,1.8799736499786377
2,100000,0.9190618853054212,0.08587087025889964,0.05983996391296387,0.2872319221496582,1,0.83,0.34707188606262207
2,1000000,1.0306505056255144,0.02878653684888027,0.6133601665496826,2.8603527545928955,1,0.82,3.473712921142578
2,10000000,0.9979289982683033,0.008900950125440576,8.615965127944946,28.37114906311035,1,0.77,36.9871141910553
4,10000,7.010503785102499e-06,7.010503778437945e-06,0.6652216911315918,0.5186138153076172,1,0.44,1.183835506439209
4,100000,0.17120365870839424,0.1710987833549566,0.07679438591003418,0.3201439380645752,1,0.81,0.3969383239746094
4,1000000,1.4346586119644023,1.043367216439278,0.793877363204956,3.2084221839904785,1,0.8,4.002299547195435
4,10000000,1.206236092786743,0.3225462359080589,10.636563301086426,31.912680625915527,1,0.75,42.54924392700195
6,10000,1.1490955244175215e-62,1.1490955244177456e-62,0.7998621463775635,0.5235996246337891,1,0.4,1.3234617710113525
6,100000,3.482458568550692e-20,3.482436945044362e-20,0.09773874282836914,0.3510611057281494,1,0.78,0.44879984855651855
6,1000000,4.115503913155669e-12,4.115503901284888e-12,1.0033178329467773,3.513606071472168,1,0.78,4.516923904418945
6,10000000,0.0007520289123544338,0.0005475495548368345,14.2459135055542,35.49809503555298,1,0.71,49.74400854110718
8,10000,7.714932495323758e-137,7.714932495117667e-137,1.3992595672607422,0.5255944728851318,1,0.27,1.924854040145874
8,100000,5.91345694301508e-75,5.913456942998298e-75,0.11369609832763672,0.38497066497802734,1,0.77,0.49866676330566406
8,1000000,3.263372971805716e-50,3.2624769927176402e-50,1.550853967666626,3.8566887378692627,1,0.71,5.407542705535889
8,10000000,3.188945207815836e-13,3.188945207868464e-13,17.379535675048828,38.41828799247742,1,0.69,55.797823667526245
2,10000,1.0518716320499322,0.2928349924714878,1.2895522117614746,0.5206081867218018,2,0.29,1.8101603984832764
2,100000,1.0075437059416097,0.08859661296596534,0.05884265899658203,0.28324270248413086,2,0.83,0.3420853614807129
2,1000000,0.9580166666934145,0.027497323844359007,0.6083738803863525,2.8244481086730957,2,0.82,3.4328219890594482
2,10000000,1.0112295378140022,0.008957031819640263,8.212045431137085,28.489831686019897,2,0.78,36.70187711715698
4,10000,2.737121736123197e-05,2.4579237162590744e-05,0.6173501014709473,0.5156207084655762,2,0.46,1.1329708099365234
4,100000,0.0074573314979804114,0.007166706965269118,0.07679510116577148,0.31615447998046875,2,0.8,0.39294958114624023
4,1000000,2.3068767839609827,1.3040443461959867,0.7918829917907715,3.212411403656006,2,0.8,4.004294395446777
4,10000000,1.5118925968643453,0.40041684759197244,10.461032152175903,32.092200756073,2,0.75,42.5532329082489
6,10000,2.348682481205585e-64,2.348682481206008e-64,0.8178136348724365,0.5206081867218018,2,0.39,1.3384218215942383
6,100000,7.063472566842732e-33,7.063418289282602e-33,0.09574413299560547,0.3530561923980713,2,0.79,0.44880032539367676
6,1000000,1.6897021575731806e-13,1.209947468241396e-13,1.2277181148529053,3.5106136798858643,2,0.74,4.7383317947387695
6,10000000,0.034655304941816845,0.034041612103617135,14.418452024459839,35.00940155982971,2,0.71,49.42785358428955
8,10000,8.061824974536619e-146,8.061824974536263e-146,1.1339685916900635,0.5245969295501709,2,0.32,1.6585655212402344
8,100000,5.806594531940381e-98,4.059217717123034e-98,0.1156911849975586,0.38297581672668457,2,0.77,0.49866700172424316
8,1000000,6.177694209476367e-32,6.177694209613368e-32,1.5628221035003662,3.827766180038452,2,0.71,5.390588283538818
8,10000000,1.287142465381029e-12,1.2871424596751868e-12,17.309722185134888,38.32354116439819,2,0.69,55.63326334953308
2,10000,0.8180699369424423,0.2620219642409354,1.287557601928711,0.517615795135498,3,0.29,1.805173397064209
