func,ndim,nitn,neval,res_mean,res_err,res_rel,total_time,pre_time,chi2,Q,run_num
f1,8,15,8388608,6.0501847532344785e-28,5.377776293930346e-28,1.8595046453097258e+27,9.169,0.003,13.845817878966681,0.46125991062523763,5
f1,6,15,8388608,1.5804414466340615e-06,9.523205994018033e-07,1050064.8838077206,7.044,0.001,18.967650578241983,0.16618901528363006,5
f1,4,15,8388608,0.9062465863039347,0.06375696290459001,1.4704811745246376,4.928,0.002,12.187627192542585,0.5912378024364235,5
f1,2,15,8388608,0.9972766330555013,0.0025073693504294556,1.08614510424332,2.835,0.001,11.72483912628842,0.6283896357057914,5
