ndims,nitn,nitn_pre,neval,result_mean,result_sdev,total_time,prec_time,avg_neval,chi2,Q,run_num
6,5,2,200000,0.999015464737045,0.002590246704554565,0.31017065048217773,0.12366938591003418,191935,0.5433528145658784,0.7621008485680989,2
6,5,3,200000,1.0016872093844196,0.002540393786179292,0.3041858673095703,0.1825113296508789,190592,0.49514611932681873,0.48164072439576433,2
8,5,0,200000,0.988982880269003,0.006817644456313892,0.3730027675628662,0.0,189295,4.015079095628607,0.40396917880463745,2
8,5,1,200000,0.9923050120626267,0.006507808668690667,0.37699198722839355,0.06781864166259766,189926,0.5455502267759584,0.9087761329006377,2
8,5,2,200000,1.0113157038175697,0.007269775490964421,0.3859679698944092,0.1515946388244629,189516,1.4164342335789115,0.49252158893782816,2
8,5,3,200000,0.9987038438493249,0.006933818439356255,0.38297557830810547,0.23636794090270996,188555,2.398951932304044,0.1214167618519979,2
2,5,0,200000,1.000007507477438,2.4397475063541172e-05,0.15658092498779297,0.0,194837,1.320906162261963,0.8578186777728133,3
2,5,1,200000,1.0000041438130014,2.4124599696234106e-05,0.15957355499267578,0.03291177749633789,193617,3.9547500610351562,0.266392419835048,3
2,5,2,200000,1.0000047518991242,2.5499980555745274e-05,0.15957307815551758,0.06482648849487305,192258,1.2042365074157715,0.5476505955584824,3
2,5,3,200000,1.000024656965352,2.752107823952433e-05,0.15957307815551758,0.0967411994934082,190826,0.14264702796936035,0.7056635625854557,3
4,5,0,200000,1.0000557700460335,0.000551348241625161,0.22440052032470703,0.0,194785,3.88883911119774,0.42125984659612115,3
4,5,1,200000,1.0006027240223234,0.0005486826186453037,0.22739148139953613,0.044879913330078125,194801,3.192482092883438,0.3628900004650125,3
4,5,2,200000,1.0005008035137828,0.000560873022046715,0.2293863296508789,0.0937492847442627,193668,2.2088389405980706,0.331403489629423,3
4,5,3,200000,0.9996447949664976,0.0005729854894702492,0.229386568069458,0.13962697982788086,192019,0.16335613513365388,0.686085218069977,3
6,5,0,200000,1.0008728102017137,0.002488301113106171,0.3011946678161621,0.0,190123,2.33590755116893,0.6742394642956842,3
6,5,1,200000,0.9998957008585527,0.0025020920229291556,0.30518412590026855,0.05485343933105469,192699,2.987994600844104,0.39348006701738736,3
6,5,2,200000,0.9998847057451336,0.0025301851772416995,0.30518388748168945,0.11967992782592773,191875,10.996405954123475,0.004094122063124877,3
6,5,3,200000,0.9985941556184658,0.002567292551727274,0.30518388748168945,0.18350934982299805,190615,0.11940543816308491,0.7296802370594537,3
8,5,0,200000,1.0018389370352685,0.006818755947433948,0.3720052242279053,0.0,189263,4.057869960175594,0.3982308952992275,3
8,5,1,200000,0.997410572181244,0.006921793390612073,0.3789863586425781,0.06881594657897949,190008,2.5290414703049464,0.47006580780731255,3
8,5,2,200000,0.9958402315120182,0.007046871214016444,0.378986120223999,0.15059709548950195,189508,0.2579979330585047,0.8789748796708019,3
8,5,3,200000,1.0054781400861095,0.00700261085487919,0.38796210289001465,0.23636770248413086,188628,0.30197792334729456,0.5826451825975025,3
2,5,0,200000,0.999993247263468,2.4722265236207385e-05,0.1575784683227539,0.0,194829,4.860267877578735,0.3019379846001906,4
2,5,1,200000,1.0000438421162805,2.512006879273773e-05,0.16057085990905762,0.03291201591491699,193629,8.175136804580688,0.042527515812260205,4
2,5,2,200000,0.999981281056005,2.5220460041852376e-05,0.1625652313232422,0.06582379341125488,192224,1.542104959487915,0.46252614574481943,4
2,5,3,200000,0.9999712273229913,2.7263116927325576e-05,0.16156768798828125,0.09773850440979004,190807,0.4143509864807129,0.5197693528499303,4
4,5,0,200000,0.9991093881720006,0.0005547253621843247,0.22838902473449707,0.0,194778,5.882823363877833,0.2080721888856203,4
4,5,1,200000,0.9991637616818158,0.0005500790729834388,0.22739171981811523,0.044879913330078125,194791,0.2679069172590971,0.9659468139804516,4
4,5,2,200000,1.000110684354507,0.0005632331115637659,0.2293868064880371,0.0937492847442627,193649,4.162556181196123,0.12477064206322412,4
4,5,3,200000,1.000268932319371,0.0005807267704906789,0.23038387298583984,0.1406240463256836,191993,1.5257747545838356,0.21674811367451796,4
6,5,0,200000,1.003363282662949,0.0025343825340876903,0.3071777820587158,0.0,190089,14.209073240897851,0.006656824972511436,4
6,5,1,200000,1.0019508616262018,0.002500162287371982,0.3041863441467285,0.05684828758239746,192710,10.802193164359778,0.012845022357332645,4
6,5,2,200000,0.9993766088949696,0.002425348638708705,0.3061814308166504,0.1216745376586914,191908,2.242863798077451,0.3258132434138822,4
6,5,3,200000,1.0009044328424814,0.0024441773874936713,0.31116747856140137,0.18650126457214355,190670,0.02878056128975004,0.8652866991116228,4
8,5,0,200000,0.9821903436692146,0.00726904062361511,0.3809809684753418,0.0,189349,327.9804005749538,9.940748325059462e-70,4
8,5,1,200000,1.0036353339407593,0.007205490487527058,0.38197898864746094,0.0688164234161377,190128,5.704133416988043,0.12692654351410462,4
8,5,2,200000,0.994063246782107,0.006728416076118477,0.3869647979736328,0.15658092498779297,189490,0.557266081810667,0.7568175936392495,4
8,5,3,200000,0.9967284445552279,0.007018872956660507,0.38297605514526367,0.23337602615356445,188545,0.43335561984349624,0.5103469950440168,4
2,5,0,200000,1.0000421763861762,2.4952599429516506e-05,0.16057038307189941,0.0,194835,5.661495923995972,0.2258961084187603,5
2,5,1,200000,0.9999874708854797,2.4827587907072066e-05,0.16057062149047852,0.032912254333496094,193613,0.6751840114593506,0.8790248242064925,5
2,5,2,200000,1.0000557097547578,2.5206857243112107e-05,0.16356277465820312,0.06682181358337402,192230,3.5013091564178467,0.1736605786639891,5
2,5,3,200000,0.9999371924416405,2.7394162747558135e-05,0.16156792640686035,0.09773850440979004,190763,0.04506325721740723,0.8318877552330631,5
4,5,0,200000,0.9994202315580005,0.0005449834399265355,0.23038411140441895,0.0,194784,3.03743042005226,0.5515817889255676,5
4,5,1,200000,0.9998405172374368,0.0005482191764874832,0.23038363456726074,0.04587721824645996,194790,3.31000292301178,0.3462533763164497,5
4,5,2,200000,0.999823075101687,0.0005495119146742252,0.23138070106506348,0.09474611282348633,193681,1.4649836430326104,0.4807097405108599,5
4,5,3,200000,1.0007531529954723,0.0005865290381653868,0.23337578773498535,0.14162111282348633,192059,0.9896375108510256,0.31983122172002276,5
6,5,0,200000,1.0013300107472884,0.002491377346174771,0.30219197273254395,0.0,190072,6.728254269837635,0.15096474674120644,5
6,5,1,200000,1.0014435964303847,0.0025493531073160595,0.3061809539794922,0.05585026741027832,192707,1.717363984003896,0.6330804053649745,5
6,5,2,200000,1.0001029513726745,0.0025862278098088523,0.3071784973144531,0.12267184257507324,191971,6.876178641454317,0.03212600922399932,5
6,5,3,200000,0.9978059881529424,0.0025242010114506774,0.31015825271606445,0.18648886680603027,190524,0.031842332071391866,0.8583741408332,5
8,5,0,200000,0.9980939977489813,0.007564722624087118,0.37998390197753906,0.0,189277,4.640163719759585,0.326250705821571,5
8,5,1,200000,1.0020814314998254,0.006840589229368681,0.37699174880981445,0.06981325149536133,189952,1.794775468417356,0.6160726524315772,5
8,5,2,200000,0.997953535607784,0.006701641850722115,0.38197827339172363,0.15558362007141113,189462,2.855839744781406,0.23980757611210735,5
8,5,3,200000,0.993219677222722,0.006421101581845873,0.3869647979736328,0.2373650074005127,188451,1.104988227114518,0.2931745093456669,5
