ndims,nitn,neval,nhcube_batch,result_mean,result_sdev,total_time,avg_neval,chi2,Q,run_num
2,5,200000,100000,-2.0001671759158937,0.000937916144810179,0.1874985694885254,199712,2.043269222602248,0.727800703179192,4
4,5,200000,100,14.361059722578478,2.2583936469608905,0.47572755813598633,198288,8.16733520674449,0.08563727516286362,4
4,5,200000,1000,11.006637588280286,2.2537999680971934,0.28623461723327637,198288,1.954732173796284,0.7440848050581205,4
4,5,200000,10000,13.084130601552154,2.2518150396646592,0.26429319381713867,198288,2.996535619262282,0.558405869161898,4
4,5,200000,100000,13.195367292359995,2.2540170075029153,0.2792537212371826,198288,4.309296066710367,0.36576295959478244,4
6,5,200000,100,268.99654869218335,631.1339972318855,0.5016584396362305,172872,2.411672693752511,0.660518916743832,4
6,5,200000,1000,-171.03656986925878,631.3601856731315,0.33310914039611816,172872,1.0762778881993478,0.898017494570709,4
6,5,200000,10000,804.0266362157672,630.652729554259,0.3141598701477051,172872,3.2394646398723057,0.5185805668427692,4
6,5,200000,100000,-711.4077276092312,630.7809765059368,0.336101770401001,172872,4.291565303033627,0.36798293786996994,4
8,5,200000,100,-12732.222186682702,77564.7889195318,0.5505275726318359,163840,3.517375082360914,0.47524171144566896,4
8,5,200000,1000,149070.3770071077,77584.94986349157,0.3809812068939209,163840,3.911201955263384,0.41815781275959807,4
8,5,200000,10000,23575.36558487541,77609.09678197585,0.3869655132293701,163840,2.9232216656250376,0.5707556271067491,4
8,5,200000,100000,-87204.6455385097,77689.07533189745,0.38497114181518555,163840,3.5612593128644257,0.4686254812772409,4
2,5,200000,100,-2.002571978169506,0.0009379927668226721,0.3919515609741211,199712,4.875751383602619,0.30028570682061895,5
2,5,200000,1000,-2.001208908645233,0.0009369542649330266,0.19946670532226562,199712,3.8177195359021425,0.43123735574954114,5
2,5,200000,10000,-1.999444562128274,0.0009374048101496342,0.1795198917388916,199712,15.030295304954052,0.004638793360249871,5
2,5,200000,100000,-2.001336718457059,0.0009348842013321744,0.18849611282348633,199712,6.10912608448416,0.19114554636939168,5
4,5,200000,100,8.318350075682337,2.25218946748912,0.47871971130371094,198288,3.401207199635815,0.4930583392622052,5
4,5,200000,1000,11.838322412565939,2.2537932583305516,0.28623461723327637,198288,4.335550938116096,0.36249504454784676,5
4,5,200000,10000,10.992202722333527,2.2583470486588637,0.26329588890075684,198288,4.63429078985234,0.3269207179796745,5
4,5,200000,100000,12.208108111738927,2.252068871167191,0.2782564163208008,198288,6.169480180894293,0.18684385900319278,5
6,5,200000,100,-463.5620881140713,631.2259241894452,0.504650354385376,172872,5.20867183953817,0.2665493589951393,5
6,5,200000,1000,-1483.6471777017973,630.6442768505759,0.33211207389831543,172872,3.02275692294348,0.5540249261894171,5
6,5,200000,10000,-1003.8982379753385,631.0877207399635,0.3141598701477051,172872,6.755405365385419,0.14939244185270556,5
6,5,200000,100000,-535.8923675716707,630.547211662344,0.3311150074005127,172872,2.6015865372250415,0.6265422394252507,5
8,5,200000,100,98437.96458241851,77548.92211499158,0.549530029296875,163840,0.41127790230355754,0.9815431801466072,5
8,5,200000,1000,-4927.128875196931,77533.67809684975,0.38197851181030273,163840,3.9380634802284673,0.414453110574747,5
8,5,200000,10000,-61483.163462897835,77576.78184488548,0.374997615814209,163840,1.2158074439019977,0.875489249400182,5
8,5,200000,100000,-1077.4823852055215,77535.33894122811,0.39594101905822754,163840,0.7958632404136173,0.939001804070723,5
