ndims,nitn,nitn_pre,neval,result_mean,result_sdev,total_time,prec_time,avg_neval,chi2,Q,run_num
2,5,0,200000,0.9999594570411726,2.4510643085853406e-05,0.16057038307189941,0.0,194841,1.2716467380523682,0.8661674132380559,1
2,5,1,200000,0.9999857230525719,2.4650635030620647e-05,0.15957331657409668,0.03291201591491699,193623,1.3443892002105713,0.7186205281395084,1
2,5,2,200000,0.9999418487913285,2.5231456923585542e-05,0.15957331657409668,0.06582403182983398,192245,1.3561251163482666,0.5075995302138476,1
2,5,3,200000,0.9999469636203802,2.7205425652362032e-05,0.15957331657409668,0.0967414379119873,190734,1.2968368530273438,0.2547919364425697,1
4,5,0,200000,1.0012968811258072,0.0005547244112284442,0.2263948917388916,0.0,194795,7.043189332820475,0.13362339345684507,1
4,5,1,200000,1.0005477986736453,0.0005518872346953809,0.23038363456726074,0.046875,194815,3.6152075240388513,0.30612587018660664,1
4,5,2,200000,1.0000635735239718,0.0005574428312083518,0.22838902473449707,0.0937490463256836,193680,0.6911599133163691,0.7078098218189359,1
4,5,3,200000,0.9998657849533328,0.0005872296199542711,0.23337578773498535,0.14162111282348633,191998,0.007600864395499229,0.9305261027945819,1
6,5,0,200000,1.002482846113976,0.0025243806238983684,0.30518460273742676,0.0,190095,17.17490744133829,0.0017873907913044445,1
6,5,1,200000,0.9993196253821776,0.0024561700612020353,0.30219149589538574,0.05684781074523926,192633,3.5509270105394535,0.31421793754029925,1
6,5,2,200000,1.0020856550870412,0.002533249074882896,0.3091731071472168,0.12067699432373047,191907,1.092618702125037,0.5790831849769413,1
6,5,3,200000,1.0035351000122725,0.002571025467007396,0.3091723918914795,0.18450570106506348,190576,0.8942682896449696,0.34432337184508954,1
8,5,0,200000,0.9158955406276996,0.006612945448494707,0.3759944438934326,0.0,189311,1644.0808578326069,0.0,1
8,5,1,200000,1.0043488286458582,0.007049294643937005,0.3779888153076172,0.06781840324401855,189986,3.438880901405355,0.3287767766422576,1
8,5,2,200000,0.9938429004227937,0.007038853862538416,0.38197827339172363,0.1545865535736084,189560,12.594464798057743,0.00184139397509942,1
8,5,3,200000,1.0082819465497486,0.0072238823662181895,0.3809809684753418,0.23138165473937988,188577,0.08466310401490773,0.7710748501839683,1
2,5,0,200000,1.000019091588265,2.47958474691037e-05,0.15658116340637207,0.0,194832,4.316656589508057,0.3648444776987826,2
2,5,1,200000,1.0000089865236423,2.4659678352128412e-05,0.15957331657409668,0.03291177749633789,193600,3.495262861251831,0.32137793863209974,2
2,5,2,200000,0.999986044098876,2.510163351872352e-05,0.15957307815551758,0.06582379341125488,192237,0.899116039276123,0.6379100608068937,2
2,5,3,200000,1.0000167682937782,2.735494764236903e-05,0.15957331657409668,0.0967411994934082,190775,1.7408089637756348,0.18703646604239665,2
4,5,0,200000,1.000171167367153,0.0005373261924441261,0.22440004348754883,0.0,194766,2.0093952235765755,0.7340308501627524,2
4,5,1,200000,0.9998342825268125,0.0005499455039567497,0.22739171981811523,0.04587697982788086,194808,2.9662559288553894,0.39685733734844697,2
4,5,2,200000,1.0001602351449763,0.0005548550608056666,0.22838878631591797,0.09275174140930176,193651,1.6073766555637121,0.4476749316786305,2
4,5,3,200000,0.999906273085789,0.0005842659609900811,0.2263946533203125,0.13763165473937988,192011,0.001224036794155836,0.9720907152709206,2
6,5,0,200000,0.99807121898886,0.0025102550014057317,0.30219149589538574,0.0,190148,2.9182485904020723,0.5715986201284076,2
6,5,1,200000,0.9977792255853067,0.002462193557221521,0.30019712448120117,0.054852962493896484,192617,0.7421692396164872,0.8632433296005486,2
6,5,2,200000,0.999015464737045,0.002590246704554565,0.3061814308166504,0.1216745376586914,191935,0.5433528145658784,0.7621008485680989,2
6,5,3,200000,1.0016872093844196,0.002540393786179292,0.3041863441467285,0.182511568069458,190592,0.49514611932681873,0.48164072439576433,2
8,5,0,200000,0.988982880269003,0.006817644456313892,0.36901330947875977,0.0,189295,4.015079095628607,0.40396917880463745,2
8,5,1,200000,0.9923050120626267,0.006507808668690667,0.36901330947875977,0.06682133674621582,189926,0.5455502267759584,0.9087761329006377,2
8,5,2,200000,1.0113157038175697,0.007269775490964421,0.3759946823120117,0.14959979057312012,189516,1.4164342335789115,0.49252158893782816,2
8,5,3,200000,0.9987038438493249,0.006933818439356255,0.3779890537261963,0.23038387298583984,188555,2.398951932304044,0.1214167618519979,2
2,5,0,200000,1.000007507477438,2.4397475063541172e-05,0.15658116340637207,0.0,194837,1.320906162261963,0.8578186777728133,3
2,5,1,200000,1.0000041438130014,2.4124599696234106e-05,0.15857601165771484,0.03291201591491699,193617,3.9547500610351562,0.266392419835048,3
2,5,2,200000,1.0000047518991242,2.5499980555745274e-05,0.15957331657409668,0.06582403182983398,192258,1.2042365074157715,0.5476505955584824,3
2,5,3,200000,1.000024656965352,2.752107823952433e-05,0.15957331657409668,0.09574389457702637,190826,0.14264702796936035,0.7056635625854557,3
4,5,0,200000,1.0000557700460335,0.000551348241625161,0.22539710998535156,0.0,194785,3.88883911119774,0.42125984659612115,3
4,5,1,200000,1.0006027240223234,0.0005486826186453037,0.2263948917388916,0.044879913330078125,194801,3.192482092883438,0.3628900004650125,3
4,5,2,200000,1.0005008035137828,0.000560873022046715,0.22838854789733887,0.09374880790710449,193668,2.2088389405980706,0.331403489629423,3
4,5,3,200000,0.9996447949664976,0.0005729854894702492,0.22739195823669434,0.13763213157653809,192019,0.16335613513365388,0.686085218069977,3
6,5,0,200000,1.0008728102017137,0.002488301113106171,0.3001973628997803,0.0,190123,2.33590755116893,0.6742394642956842,3
6,5,1,200000,0.9998957008585527,0.0025020920229291556,0.30019712448120117,0.054853200912475586,192699,2.987994600844104,0.39348006701738736,3
6,5,2,200000,0.9998847057451336,0.0025301851772416995,0.3031892776489258,0.11967992782592773,191875,10.996405954123475,0.004094122063124877,3
6,5,3,200000,0.9985941556184658,0.002567292551727274,0.30518364906311035,0.18151473999023438,190615,0.11940543816308491,0.7296802370594537,3
8,5,0,200000,1.0018389370352685,0.006818755947433948,0.36901283264160156,0.0,189263,4.057869960175594,0.3982308952992275,3
8,5,1,200000,0.997410572181244,0.006921793390612073,0.3759944438934326,0.06781864166259766,190008,2.5290414703049464,0.47006580780731255,3
8,5,2,200000,0.9958402315120182,0.007046871214016444,0.37699174880981445,0.14959979057312012,189508,0.2579979330585047,0.8789748796708019,3
8,5,3,200000,1.0054781400861095,0.00700261085487919,0.38497042655944824,0.2293863296508789,188628,0.30197792334729456,0.5826451825975025,3
2,5,0,200000,0.999993247263468,2.4722265236207385e-05,0.15658116340637207,0.0,194829,4.860267877578735,0.3019379846001906,4
2,5,1,200000,1.0000438421162805,2.512006879273773e-05,0.15957331657409668,0.03291201591491699,193629,8.175136804580688,0.042527515812260205,4
2,5,2,200000,0.999981281056005,2.5220460041852376e-05,0.15957331657409668,0.06582403182983398,192224,1.542104959487915,0.46252614574481943,4
2,5,3,200000,0.9999712273229913,2.7263116927325576e-05,0.1605830192565918,0.0967414379119873,190807,0.4143509864807129,0.5197693528499303,4
4,5,0,200000,0.9991093881720006,0.0005547253621843247,0.23037123680114746,0.0,194778,5.882823363877833,0.2080721888856203,4
4,5,1,200000,0.9991637616818158,0.0005500790729834388,0.2263944149017334,0.044879913330078125,194791,0.2679069172590971,0.9659468139804516,4
4,5,2,200000,1.000110684354507,0.0005632331115637659,0.22838902473449707,0.09275174140930176,193649,4.162556181196123,0.12477064206322412,4
4,5,3,200000,1.000268932319371,0.0005807267704906789,0.22838902473449707,0.13862919807434082,191993,1.5257747545838356,0.21674811367451796,4
6,5,0,200000,1.003363282662949,0.0025343825340876903,0.30019712448120117,0.0,190089,14.209073240897851,0.006656824972511436,4
6,5,1,200000,1.0019508616262018,0.002500162287371982,0.29918384552001953,0.05483746528625488,192710,10.802193164359778,0.012845022357332645,4
6,5,2,200000,0.9993766088949696,0.002425348638708705,0.3041863441467285,0.12067723274230957,191908,2.242863798077451,0.3258132434138822,4
6,5,3,200000,1.0009044328424814,0.0024441773874936713,0.3041865825653076,0.18151450157165527,190670,0.02878056128975004,0.8652866991116228,4
8,5,0,200000,0.9821903436692146,0.00726904062361511,0.38197851181030273,0.0,189349,327.9804005749538,9.940748325059462e-70,4
8,5,1,200000,1.0036353339407593,0.007205490487527058,0.38197851181030273,0.06781864166259766,190128,5.704133416988043,0.12692654351410462,4
8,5,2,200000,0.994063246782107,0.006728416076118477,0.37699174880981445,0.14959979057312012,189490,0.557266081810667,0.7568175936392495,4
8,5,3,200000,0.9967284445552279,0.007018872956660507,0.37998390197753906,0.23237872123718262,188545,0.43335561984349624,0.5103469950440168,4
