func,ndims,nitn,neval,nhcube_batch,result_mean,result_sdev,total_time,avg_neval,chi2,Q
F2,2,5,200000,100,1.0000008891876804,2.9479210467045014e-05,0.5936124801635743,199712.0,3.4842339515686036,0.5035651898176706
F2,2,5,200000,1000,0.99999937002031,2.969266611725947e-05,0.2507294178009033,199712.0,4.613897609710693,0.41017078715576105
F2,2,5,200000,10000,0.9999926566988073,2.9678559364390937e-05,0.21162757873535157,199712.0,4.301555156707764,0.4215707129727747
F2,2,5,200000,100000,0.9999978068597857,2.9567521105325567e-05,0.26728482246398927,199712.0,1.6873889446258545,0.7789235733268737
F2,4,5,200000,100,0.9998628878900938,0.002399895280660276,0.6911514282226563,198288.0,4.90775944851921,0.32786072090622176
F2,4,5,200000,1000,0.9983040909901415,0.002399979534151491,0.33570222854614257,198288.0,3.1168244966713248,0.5871314553512643
F2,4,5,200000,10000,1.000893383617712,0.002426368762612356,0.29680643081665037,198288.0,4.439756641036365,0.47918085724035697
F2,4,5,200000,100000,1.0015437121043305,0.0024050471019156318,0.3829759120941162,198288.0,4.804599239234813,0.43963693474117527
F2,6,5,200000,100,0.9727975018640566,0.035665803479840816,0.6917500019073486,172872.0,5.8364245940695465,0.28003966178459316
F2,6,5,200000,1000,0.9398620393597719,0.03396480254221246,0.3787870407104492,172872.0,7.676060819497684,0.4090328376596399
F2,6,5,200000,10000,1.0090864674134057,0.03582041015599698,0.3584437847137451,172872.0,5.719316231949733,0.41041343008084963
F2,6,5,200000,100000,1.0204368424508747,0.0391580267918954,0.44840106964111326,172872.0,3.6395855091007205,0.4826673146850021
F2,8,5,200000,100,0.6216423678584668,0.11223240603942,0.7306459426879883,163840.0,10.389340803350223,0.3266773911016031
F2,8,5,200000,1000,0.3754953104830127,0.06247946537516787,0.4302494049072266,163840.0,23.727368294460724,0.07158520577138258
F2,8,5,200000,10000,0.6210254346679103,0.09827171182795329,0.48350701332092283,163840.0,6.078041262554797,0.4022598797230364
F2,8,5,200000,100000,0.5426503318042869,0.09959158891826843,0.5237994194030762,163840.0,18.70485224627594,0.33140256691373854
