ndims,nitn,neval,nhcube_batch,result_mean,result_sdev,total_time,avg_neval,chi2,Q,run_num
8,5,200000,100,0.29847759440454275,0.046370519058022225,0.7300474643707275,163840,23.244949846597926,0.00011312739620829361,2
8,5,200000,1000,0.33393631832089954,0.06865640142114632,0.42985057830810547,163840,18.116845995083363,0.0011708648621270269,2
8,5,200000,10000,1.0243228997980833,0.19275300812541418,0.4777224063873291,163840,1.5619993744340057,0.8156053528664859,2
8,5,200000,100000,1.0825308893710128,0.2579786881610518,0.5216054916381836,163840,1.2144458610199678,0.8757145404246098,2
2,5,200000,100,1.0000032845309907,2.954920769807663e-05,0.5944101810455322,199712,0.5771050453186035,0.9655735433210713,3
2,5,200000,1000,0.9999990215792081,2.9739953522430123e-05,0.2513279914855957,199712,6.38197660446167,0.17238038135788308,3
2,5,200000,10000,0.9999971438772772,2.955237943810483e-05,0.21043801307678223,199712,5.769256114959717,0.21705621407225817,3
2,5,200000,100000,0.99996439678331,2.9948498768405343e-05,0.26429200172424316,199712,2.033698797225952,0.729560755539286,3
4,5,200000,100,0.9982280249233237,0.002377083256120986,0.694143533706665,198288,4.959305324446177,0.29149895037348184,3
4,5,200000,1000,0.9958952330177431,0.0023437914026937933,0.33510375022888184,198288,0.10880513419397175,0.9985727718127599,3
4,5,200000,10000,1.0006046601689087,0.002410122657868015,0.29620790481567383,198288,9.869871456088731,0.04267766645784729,3
4,5,200000,100000,1.0012491252421105,0.0024383364174280237,0.38197851181030273,198288,1.4801007210626267,0.8301605268225494,3
6,5,200000,100,0.9979826701542666,0.046442246112030044,0.6911513805389404,172872,5.732868178936599,0.22000616953120344,3
6,5,200000,1000,0.8681204091548252,0.031010168489741967,0.3789865970611572,172872,19.020647102478733,0.000778637016340005,3
6,5,200000,10000,1.0896256879994173,0.0471531678947955,0.35804271697998047,172872,1.236993336915475,0.8719711779221333,3
6,5,200000,100000,0.9982800884680721,0.04065566420814172,0.4468059539794922,172872,4.510340855625145,0.3413238637927185,3
8,5,200000,100,0.5693125228556587,0.09054213305113488,0.7320423126220703,163840,5.359036557141046,0.2524018761862693,3
8,5,200000,1000,0.4433285406885015,0.06163790407735634,0.42985033988952637,163840,6.103528504345505,0.1915489579225085,3
8,5,200000,10000,0.5912660865608158,0.07761852115128802,0.4857015609741211,163840,4.521413760497133,0.3400167107885419,3
8,5,200000,100000,0.2427843960113854,0.05094725279000653,0.5216050148010254,163840,36.89431612973128,1.893900635412695e-07,3
2,5,200000,100,0.9999882414425321,2.930989032612281e-05,0.5914182662963867,199712,3.8870017528533936,0.4215154647315811,4
2,5,200000,1000,1.000020119619671,2.9308973492945013e-05,0.2513279914855957,199712,0.7678923606872559,0.9426999797123274,4
2,5,200000,10000,0.9999815709781434,2.983215483154593e-05,0.21143484115600586,199712,6.955620527267456,0.1382521458559907,4
2,5,200000,100000,1.0000113041480612,2.9099001717602935e-05,0.27426648139953613,199712,2.5268478393554688,0.6398349142726516,4
4,5,200000,100,0.9996513324318245,0.002404520729264618,0.688159704208374,198288,6.594032156717731,0.15896118408621562,4
4,5,200000,1000,0.9993530532767131,0.002398894268700366,0.33610105514526367,198288,2.9971336943272036,0.5583057310146278,4
4,5,200000,10000,0.9996681487217765,0.002447317351627219,0.29620790481567383,198288,3.206106834608363,0.5239452908094087,4
4,5,200000,100000,1.0013205470405961,0.0023744318757342687,0.38197875022888184,198288,3.6177324475720525,0.4602045366730717,4
6,5,200000,100,0.9829127369321887,0.03499424974758918,0.6911516189575195,172872,7.898064411088285,0.09538440703948982,4
6,5,200000,1000,0.8545520653242304,0.030535590792875416,0.3779890537261963,172872,12.718249386658613,0.012737769849796266,4
6,5,200000,10000,1.0052212789981574,0.03437031592293492,0.35805344581604004,172872,1.3688321552971274,0.849593688327276,4
6,5,200000,100000,1.0823484631057552,0.04215295824288594,0.4448106288909912,172872,2.578057503332275,0.6307151466358443,4
8,5,200000,100,1.2762384390939174,0.2699466020303924,0.7310447692871094,163840,2.2753348484087503,0.6852636278000998,4
8,5,200000,1000,0.3863409687310605,0.05057827260343478,0.4308476448059082,163840,21.621877388883178,0.00023831610711897905,4
8,5,200000,10000,0.48708598606584236,0.07215069262351824,0.4857010841369629,163840,9.415907276061404,0.05150414131158746,4
8,5,200000,100000,0.3345119848551692,0.04617086263642218,0.5216054916381836,163840,20.17994461765162,0.00046016243814356393,4
2,5,200000,100,1.0000384490508072,2.9390581483536623e-05,0.597402811050415,199712,3.115793466567993,0.5386381810119205,5
2,5,200000,1000,0.9999508387708677,2.9978388103196543e-05,0.25032997131347656,199712,6.4731481075286865,0.1664901521892938,5
2,5,200000,10000,0.9999843873081132,2.981516747390629e-05,0.21140122413635254,199712,4.282289981842041,0.36914844962272086,5
2,5,200000,100000,0.9999566794019025,2.932276399406818e-05,0.2652904987335205,199712,0.19713830947875977,0.995449793628776,5
4,5,200000,100,1.0024121723104034,0.0024279050030996036,0.6921489238739014,198288,2.3022621511190664,0.6803576207524349,5
4,5,200000,1000,0.9990935299387119,0.002432651637984802,0.33510398864746094,198288,6.442093791760271,0.16847570576741885,5
4,5,200000,10000,0.9993769010326087,0.002403853319847928,0.29720520973205566,198288,0.8461745530366898,0.9321527268048712,5
4,5,200000,100000,1.0023824996899207,0.0024005277177832976,0.38197875022888184,198288,7.707370550982887,0.10290520971979389,5
6,5,200000,100,0.9244021057049908,0.030174435163563922,0.6921489238739014,172872,3.8015441001351746,0.43353044555663534,5
6,5,200000,1000,0.9768510905779721,0.0325229715777038,0.3789863586425781,172872,3.5329368728813506,0.4728883061803528,5
6,5,200000,10000,1.000053650260643,0.03194154929453014,0.35804271697998047,172872,5.3222748223204235,0.2557998052146231,5
6,5,200000,100000,1.0036173957054015,0.0400343689454301,0.45179200172424316,172872,5.705089044159308,0.2222834250930551,5
8,5,200000,100,0.2860085078829966,0.047824798666794587,0.7300477027893066,163840,18.84407621681978,0.0008433609694116959,5
8,5,200000,1000,0.5539302442725663,0.10401828905840302,0.4308476448059082,163840,6.497184167979928,0.16496788996502135,5
8,5,200000,10000,0.6387192654782099,0.08574987481252741,0.4777224063873291,163840,1.6826247127088436,0.7938714178976556,5
8,5,200000,100000,0.3667316313948893,0.0447480895277315,0.5226027965545654,163840,33.48128209216779,9.519218134803497e-07,5
