ndims,nitn,neval,nhcube_batch,result_mean,result_sdev,total_time,avg_neval,chi2,Q,run_num
2,5,200000,100,1.0000394997475188,2.9587653229433632e-05,0.5934126377105713,199712,5.101561069488525,0.2770350712583153,1
2,5,200000,1000,1.000008479088349,2.9491231552680228e-05,0.25033068656921387,199712,6.8318705558776855,0.14504436391317144,1
2,5,200000,10000,1.0000245508377226,2.9596807918802415e-05,0.21442627906799316,199712,2.9016854763031006,0.5744110052782901,1
2,5,200000,100000,1.0000843741904395,2.952016791559194e-05,0.26628756523132324,199712,2.12446928024292,0.7128785581636123,1
4,5,200000,100,0.9991003839475382,0.002395455894210461,0.6921486854553223,198288,5.214321086124983,0.2660058282578731,1
4,5,200000,1000,0.9998417179178831,0.002416530986597018,0.33610105514526367,198288,0.3604117238719482,0.985587884938683,1
4,5,200000,10000,1.004018591306529,0.0024692371378563223,0.29720568656921387,198288,2.1585322819300927,0.7066280755537165,1
4,5,200000,100000,1.0005874869560931,0.0024130591300086405,0.3839731216430664,198288,1.9176964755461086,0.7508934837146982,1
6,5,200000,100,0.9855608728545184,0.03310261911958236,0.6921491622924805,172872,8.929710632346541,0.06288059493192118,1
6,5,200000,1000,0.9499115514167951,0.03680332100042081,0.3789863586425781,172872,2.9832017059164855,0.5606410017086092,1
6,5,200000,10000,1.0054671867499998,0.035272762812011485,0.3610348701477051,172872,9.478333256384644,0.05019435970216311,1
6,5,200000,100000,1.0312623033636037,0.03823241862900739,0.452789306640625,172872,2.456778451621517,0.6523917190532409,1
8,5,200000,100,0.6781747750552186,0.10647797739075592,0.7300474643707275,163840,2.223306547783608,0.6947649631560266,1
8,5,200000,1000,0.15994048040203576,0.027506459715498838,0.42985081672668457,163840,66.29740541601166,1.3711202386534404e-13,1
8,5,200000,10000,0.3637329354365997,0.06308646242701857,0.49068760871887207,163840,13.208261189072601,0.010301775750911039,1
8,5,200000,100000,0.6866927573889775,0.09811305147613011,0.5315783023834229,163840,1.7542725308090397,0.7808369903940624,1
2,5,200000,100,0.9999349711665522,2.9558719598055362e-05,0.5914185047149658,199712,4.739708423614502,0.3150636887654651,2
2,5,200000,1000,1.000018391043455,2.9944783915045433e-05,0.25033044815063477,199712,2.614600419998169,0.6242390586061293,2
2,5,200000,10000,0.9999756304927803,2.9596287159595205e-05,0.21043753623962402,199712,1.598923683166504,0.8089857500346138,2
2,5,200000,100000,0.9999722797752152,2.9947173130959435e-05,0.26628756523132324,199712,1.5547904968261719,0.8168938450300425,2
4,5,200000,100,0.9999225258373793,0.0023945115206057102,0.6891562938690186,198288,5.46887652418809,0.24248002106110322,2
4,5,200000,1000,0.9973369207996567,0.002408029374781475,0.3361012935638428,198288,5.675678139203228,0.22471518322283246,2
4,5,200000,10000,1.0007986168587377,0.002401313345862295,0.29720544815063477,198288,6.118098079517949,0.19050052657594116,2
4,5,200000,100000,1.0021789015929328,0.00239888036862393,0.38497042655944824,198288,9.300096001010388,0.05402091677576326,2
6,5,200000,100,0.9731291236743185,0.033615467256438596,0.6921489238739014,172872,2.8199356478411346,0.588396691863716,2
6,5,200000,1000,1.0498750803250363,0.038951960850320294,0.37898683547973633,172872,0.1252690295532375,0.998118473543101,2
6,5,200000,10000,0.9450645330588112,0.030364254855712862,0.35704517364501953,172872,11.190147588830996,0.024508119238052926,2
6,5,200000,100000,0.9866759616115409,0.03471472393401184,0.44580745697021484,172872,2.947661690765358,0.566622418850152,2
