ndims,nitn,nitn_pre,neval,max_nhcube,beta,result_mean,result_sdev,total_time,prec_time,avg_neval,chi2,Q,run_num
4,10,5,200000,1,0.0,0.9987456926521475,0.000639415424701993,0.7898874282836914,0.3281223773956299,200000,3.499522884376347,0.47795123947225515,3
4,10,5,200000,101,0.0,1.0000152709815031,0.00018328637163521013,0.5764584541320801,0.2892265319824219,198288,4.540902059525251,0.33772590862308627,3
4,10,5,200000,102,0.5,1.0000599111689714,0.00022492426899010516,0.43782949447631836,0.22240567207336426,186641,4.775030508637428,0.31117062106280424,3
4,10,5,200000,103,1.0,1.0001178017448464,0.0002436200712199458,0.44580745697021484,0.23138117790222168,187005,2.325627129524946,0.6761072598858862,3
6,10,5,200000,1,0.0,0.999541149867507,0.0010156191879421603,1.0312423706054688,0.41788244247436523,200000,8.313558695372194,0.08074436355555888,3
6,10,5,200000,101,0.0,0.9988244445272831,0.0007142860181798908,0.6692104339599609,0.33610105514526367,172872,2.163751885527745,0.7056709421338325,3
6,10,5,200000,102,0.5,1.0001539578832597,0.0006075822620343589,0.5724689960479736,0.295210599899292,183951,0.4622798431664705,0.9770676272734373,3
6,10,5,200000,103,1.0,1.0000496696629313,0.0006053779119309103,0.5814452171325684,0.3031892776489258,184542,5.801586450077593,0.21446446204949465,3
8,10,5,200000,1,0.0,1.0005221398449473,0.0016969934572708908,1.2745914459228516,0.5136263370513916,200000,8.339200699003413,0.07991394060223818,3
8,10,5,200000,101,0.0,1.000525334511509,0.001751676674731649,0.7679462432861328,0.38497042655944824,163840,6.340297502349131,0.17513519783780926,3
8,10,5,200000,102,0.5,0.9989011404458723,0.0009301575033818338,0.7001276016235352,0.36801576614379883,181501,2.902698432095349,0.5742387984995212,3
8,10,5,200000,103,1.0,0.9979507437465821,0.0009567838113096707,0.708106517791748,0.3749971389770508,182296,4.243564652977511,0.3740457509080397,3
2,10,5,200000,1,0.0,1.000285680293063,0.00042592048195204803,0.5814447402954102,0.24534368515014648,200000,7.104328664951026,0.1304765795801616,4
2,10,5,200000,101,0.0,0.9999936100198642,7.735206171165675e-06,0.4138929843902588,0.20744585990905762,199712,0.3701438903808594,0.9848475139851982,4
2,10,5,200000,102,0.5,0.999990987525228,1.294417591973048e-05,0.31116795539855957,0.15658164024353027,187636,4.1618499755859375,0.3845450711101963,4
2,10,5,200000,103,1.0,1.000005967117892,1.4482362746062403e-05,0.3121650218963623,0.1575784683227539,187840,3.2245521545410156,0.5209746501130036,4
4,10,5,200000,1,0.0,0.9997407603225918,0.0006442212753254622,0.7898876667022705,0.328122615814209,200000,0.8167891912162304,0.9361831858253064,4
4,10,5,200000,101,0.0,0.9999981224438188,0.00018454245584330063,0.576458215713501,0.2892262935638428,198288,1.641072727739811,0.8013919080027789,4
4,10,5,200000,102,0.5,0.9998877889882156,0.0002256636877089013,0.4368317127227783,0.223402738571167,186619,2.5819145925343037,0.6300303226296382,4
4,10,5,200000,103,1.0,0.9996577130868074,0.0002442170014287034,0.44082117080688477,0.22739195823669434,186949,5.191416274756193,0.26821543436770956,4
6,10,5,200000,1,0.0,0.9997339102501447,0.0010022913724862532,1.0312423706054688,0.4198770523071289,200000,0.801663238555193,0.9382249566297343,4
6,10,5,200000,101,0.0,1.0004618722820342,0.0006959469767845983,0.668212890625,0.33510398864746094,172872,3.3344633020460606,0.5034906496103375,4
6,10,5,200000,102,0.5,0.9991510803807576,0.0006031473479208426,0.5744640827178955,0.29720544815063477,184001,4.2287085158750415,0.37593786384907557,4
6,10,5,200000,103,1.0,1.0000352838182924,0.000628617661795196,0.5814447402954102,0.30518341064453125,184516,9.860062034334987,0.04285205943410673,4
8,10,5,200000,1,0.0,1.0008608353657915,0.0017818160756173373,1.2815725803375244,0.5216047763824463,200000,7.821481523511466,0.09834083133489463,4
8,10,5,200000,101,0.0,0.9975070292119242,0.0016695334756390815,0.7669491767883301,0.38497066497802734,163840,9.158611075603403,0.057254947289469275,4
8,10,5,200000,102,0.5,0.9987509751820607,0.0009607547959274188,0.7051143646240234,0.3730025291442871,181490,2.2800831478089094,0.6843979133772268,4
8,10,5,200000,103,1.0,0.9992577689257803,0.0009235298011243692,0.7120954990386963,0.37699174880981445,182141,4.962857774225995,0.2911301805484483,4
2,10,5,200000,1,0.0,1.0005216791944838,0.0004256349176007618,0.5724689960479736,0.24634122848510742,200000,5.476890570484102,0.2417695043723297,5
2,10,5,200000,101,0.0,1.0000177504247851,7.715612065495861e-06,0.41289591789245605,0.20844316482543945,199712,9.500226974487305,0.04974258380591859,5
2,10,5,200000,102,0.5,0.9999961962379321,1.2843576491231836e-05,0.31017017364501953,0.15658092498779297,187621,2.450948715209961,0.6534402681856506,5
2,10,5,200000,103,1.0,0.9999958630091776,1.4511601890821336e-05,0.31116795539855957,0.15857601165771484,187828,2.171433448791504,0.704262697768163,5
4,10,5,200000,1,0.0,0.998772478350204,0.0006488185143210972,0.7908849716186523,0.328122615814209,200000,5.926907415501773,0.20467435089935448,5
4,10,5,200000,101,0.0,0.9998747877185173,0.00018601468614778401,0.576458215713501,0.28822898864746094,198288,4.680621258914471,0.3216654700734426,5
4,10,5,200000,102,0.5,0.999887114922317,0.00022602935640287137,0.43782925605773926,0.22440004348754883,186617,3.9138041213154793,0.4177979544529751,5
4,10,5,200000,103,1.0,0.9998447434783585,0.00024441324692618926,0.44281554222106934,0.23038363456726074,186988,5.38969412073493,0.24959794451776562,5
6,10,5,200000,1,0.0,1.0000996050368636,0.0009700405696372939,1.0442070960998535,0.43483662605285645,200000,11.162765184184536,0.024794392792577797,5
6,10,5,200000,101,0.0,0.9993345252572048,0.0006853370640502468,0.6662180423736572,0.3341062068939209,172872,2.9509693449363112,0.5660642807771017,5
6,10,5,200000,102,0.5,0.9998627586568403,0.0006029228053605487,0.5724692344665527,0.29620862007141113,183953,3.5958165572956204,0.4634599998643526,5
6,10,5,200000,103,1.0,1.0008663804779625,0.0006087867147088854,0.5794503688812256,0.3031892776489258,184583,3.3892177320085466,0.49492190006354475,5
8,10,5,200000,1,0.0,0.9992091670163084,0.0017190052444198006,1.28456449508667,0.5146241188049316,200000,2.946751249197405,0.5667761001313167,5
8,10,5,200000,101,0.0,1.0019893190617428,0.0017353937229256122,0.7689437866210938,0.3859679698944092,163840,1.6930012908414938,0.7919885771632583,5
8,10,5,200000,102,0.5,0.99966972299084,0.0009663035079056033,0.7041170597076416,0.37100768089294434,181488,0.7441238889005035,0.9457781414390847,5
8,10,5,200000,103,1.0,1.000638718903723,0.0009197823205768361,0.7101008892059326,0.3759944438934326,182174,2.3931952903512865,0.6638573972903469,5
