ndims,nitn,nitn_pre,neval,result_mean,result_sdev,total_time,prec_time,avg_neval,chi2,Q,run_num
2,5,0,200000,-2.002451780828811,0.001810616721939662,0.15358924865722656,0.0,189932,0.9010996634606272,0.924403030427941,3
2,5,1,200000,-2.0028015917907314,0.001811596681510457,0.18350934982299805,0.031914710998535156,187485,15.84817221108824,0.0032298093112362457,3
2,5,3,200000,-2.0004131070582396,0.0018391728943048713,0.24235177040100098,0.09175467491149902,187450,1.965577255235985,0.7420903722159238,3
2,5,5,200000,-2.000134060315024,0.0018444396487311166,0.3031892776489258,0.15259194374084473,187456,3.080675721168518,0.5444171728553038,3
4,5,0,200000,12.638221311545998,3.1319680767197733,0.21642112731933594,0.0,188176,0.6184117611382121,0.9609959123410331,3
4,5,1,200000,9.757248210344827,3.135730530406861,0.26030421257019043,0.045877695083618164,186521,4.53591127240262,0.3383113757864158,3
4,5,3,200000,9.113264906369933,3.135687441178991,0.34407949447631836,0.1296529769897461,186491,5.700542582715421,0.22265782180576943,3
4,5,5,200000,11.390813880464037,3.136603284053532,0.4308478832244873,0.21642112731933594,186508,3.822790572894201,0.43052028127865005,3
6,5,0,200000,-388.1071059492709,685.3275881166019,0.27526402473449707,0.0,182985,3.265904497526925,0.5143526400821201,3
6,5,1,200000,-406.7916421826128,686.3178392961722,0.3311145305633545,0.054853200912475586,183727,1.941665324502076,0.7464874875519386,3
6,5,3,200000,166.75038405167004,685.8102804761392,0.43982362747192383,0.16455984115600586,183719,1.495084699349785,0.8275118958076397,3
6,5,5,200000,744.6679777317974,685.3550357744424,0.5515251159667969,0.2762613296508789,183742,12.060422015455359,0.016907562244798828,3
8,5,0,200000,-1478.65308037708,74338.45276943984,0.32712531089782715,0.0,182201,1.2561353199401635,0.8687726542398788,3
8,5,1,200000,-71794.95383003753,74732.61822635938,0.39294886589050293,0.06781840324401855,181084,0.1390416822156192,0.9976925614062262,3
8,5,3,200000,-7402.013884153775,74721.67412629715,0.5226025581359863,0.19647479057312012,181081,8.51969974587782,0.07429234299165713,3
8,5,5,200000,-12483.805474813655,74765.69226069555,0.6512584686279297,0.32712531089782715,181105,10.16347346946486,0.037762209225547544,3
2,5,0,200000,-2.0034156478398795,0.0018055900191962647,0.1515944004058838,0.0,189907,5.647105917567387,0.22709988574579976,4
2,5,1,200000,-1.9995310818678815,0.0018139641244336263,0.18350911140441895,0.031914472579956055,187471,6.109382487135008,0.19112708588853133,4
2,5,3,200000,-2.001398610449884,0.0018372755523863437,0.24334931373596191,0.09275197982788086,187416,3.291074556997046,0.5103478390850844,4
2,5,5,200000,-2.0015214107257053,0.001847750057612681,0.30518364906311035,0.15259194374084473,187448,4.245897448156029,0.3737493144655166,4
4,5,0,200000,18.3427541819551,3.1401551951891724,0.215423583984375,0.0,188166,7.2000923054648425,0.12568458350118403,4
4,5,1,200000,11.865085059178071,3.1344235163909593,0.26030397415161133,0.04488015174865723,186528,0.5534569103716755,0.9680925925440267,4
4,5,3,200000,7.47385433017555,3.138826413904575,0.34408020973205566,0.13065052032470703,186496,1.8752208328952333,0.7586954262104197,4
4,5,5,200000,9.953375297848117,3.1376456090311193,0.42885279655456543,0.2154238224029541,186500,3.114971475881113,0.5387730216048802,4
6,5,0,200000,-285.9999437623919,686.2088122073335,0.27526402473449707,0.0,182982,1.3097060047557445,0.8597266592272428,4
6,5,1,200000,-883.4385654924522,685.625216675033,0.33011722564697266,0.054853200912475586,183729,2.4818044596297177,0.6478970102515096,4
6,5,3,200000,-40.75788528944079,685.4630464064098,0.4418182373046875,0.1655571460723877,183721,1.1726645379531113,0.8825784037442933,4
6,5,5,200000,41.26635788483133,686.7496670366083,0.5515251159667969,0.2762613296508789,183766,0.8865236743983144,0.9264862320150208,4
8,5,0,200000,15391.471465050003,74367.00600679444,0.32712531089782715,0.0,182191,6.582495050264642,0.15966617715694667,4
8,5,1,200000,-2093.2951944090937,74730.23368878351,0.39294910430908203,0.06781864166259766,181079,3.6013472411819767,0.462636953651932,4
8,5,3,200000,-51617.23661832997,74700.36336563888,0.5216050148010254,0.19647455215454102,181093,5.9172757205191475,0.20541250228240315,4
8,5,5,200000,-25026.459395634836,74721.42297592651,0.6522557735443115,0.32712531089782715,181101,3.0388917373053403,0.5513388137737572,4
2,5,0,200000,-2.001153754597757,0.0018100595174193501,0.15259194374084473,0.0,189919,14.17978467606008,0.0067428208688569075,5
2,5,1,200000,-2.001216868865304,0.001811608226602901,0.18450665473937988,0.03291177749633789,187490,2.11860932642594,0.713954519885659,5
2,5,3,200000,-2.001704951206437,0.0018325080306129927,0.24235177040100098,0.09175443649291992,187460,1.900292766513303,0.7540912836297851,5
2,5,5,200000,-1.998418258918492,0.0018429249847549223,0.3031888008117676,0.1515944004058838,187465,1.871369337895885,0.7594023846709905,5
4,5,0,200000,13.377468131483589,3.1362570214946217,0.2154242992401123,0.0,188126,5.861317927360695,0.20974778856419363,5
4,5,1,200000,17.1041304547204,3.1390733112287497,0.26030397415161133,0.04587697982788086,186516,14.76011346606159,0.005225514335768212,5
4,5,3,200000,9.03222211027854,3.1422206350341755,0.34407949447631836,0.1296529769897461,186500,1.4440165714109767,0.8365098560658714,5
4,5,5,200000,11.83621263754721,3.1387946146748793,0.42985033988952637,0.2154238224029541,186530,2.8665231293137587,0.5804054387092329,5
6,5,0,200000,66.851376693459,685.4080481700416,0.2762613296508789,0.0,182971,3.1377511542486785,0.5350435747139038,5
6,5,1,200000,-968.2832582635399,685.5971990911547,0.33011722564697266,0.054853200912475586,183718,1.5100795007970838,0.8248546346728435,5
6,5,3,200000,-260.10892238422014,685.6521868921536,0.43982362747192383,0.16455984115600586,183700,7.654472886182758,0.10508746199548433,5
6,5,5,200000,365.04913643727775,686.6013271529162,0.550527811050415,0.2762613296508789,183745,1.122971243865619,0.8906106555339505,5
8,5,0,200000,76263.47512635298,74428.02595363274,0.3261280059814453,0.0,182207,2.993787039619513,0.558866203094513,5
8,5,1,200000,20787.77642368172,74760.59886045178,0.39294910430908203,0.06781864166259766,181065,1.2806875825723916,0.8646435740327968,5
8,5,3,200000,82129.80100728129,74674.68408110278,0.5235996246337891,0.19747185707092285,181141,3.0564577367018,0.5484228536022827,5
8,5,5,200000,-19786.386725868633,74737.98144948475,0.6502609252929688,0.3261280059814453,181078,3.1166324809806283,0.538500568287376,5
