ndims,nitn,nitn_pre,neval,max_nhcube,beta,result_mean,result_sdev,total_time,prec_time,avg_neval,chi2,Q,run_num
2,10,5,200000,102,0.5,-2.000415863268032,0.0018568556581259564,0.405914306640625,0.20245909690856934,187466,2.6336634857580066,0.6208716705329272,2
2,10,5,200000,103,1.0,-2.0013979830870636,0.0018566677392326503,0.40391993522644043,0.20245885848999023,187510,11.494679323630407,0.021532510734111318,2
4,10,5,200000,1,0.0,14.891146212608842,7.072658330538539,0.4747307300567627,0.22838950157165527,200000,0.7621614539761561,0.943447659564068,2
4,10,5,200000,101,0.0,14.85319059849945,2.250754571397076,0.9584360122680664,0.4807136058807373,198288,1.3030912265061474,0.8608508737733016,2
4,10,5,200000,102,0.5,11.47071285315233,3.1322129849028735,0.5335748195648193,0.2682826519012451,186496,1.2658184049917924,0.8671476972198404,2
4,10,5,200000,103,1.0,14.608011649205265,3.194038300039234,0.5345697402954102,0.2682821750640869,186614,4.168901100544215,0.38363022112382994,2
6,10,5,200000,1,0.0,300.17203656388665,707.3981362369741,0.6273221969604492,0.3041863441467285,200000,4.379218176161575,0.35711081541347567,2
6,10,5,200000,101,0.0,362.7611694125291,630.3366249735767,1.0112957954406738,0.5046508312225342,172872,2.3934049782028,0.6638194822676333,2
6,10,5,200000,102,0.5,650.8145751298209,680.8292633970827,0.6472690105438232,0.32413315773010254,183740,2.9453579377978896,0.5670113327005608,2
6,10,5,200000,103,1.0,241.55071921316906,693.8577365087737,0.6482663154602051,0.32413339614868164,183796,4.777026834658477,0.31095178247767497,2
8,10,5,200000,1,0.0,44039.297922916354,70724.80467734984,0.7938768863677979,0.3889596462249756,200000,3.0464243326076197,0.5500873229035048,2
8,10,5,200000,101,0.0,57364.09386450564,77641.0407121885,1.1000580787658691,0.550527811050415,163840,3.307808814897663,0.5076961636147463,2
8,10,5,200000,102,0.5,121777.2029133956,74441.51926388069,0.7440104484558105,0.3730025291442871,180956,1.9799535706857627,0.7394462565604328,2
8,10,5,200000,103,1.0,88103.48828474573,75165.70849012794,0.7460048198699951,0.37399959564208984,181115,3.569614905696976,0.4673729122727567,2
2,10,5,200000,1,0.0,-2.097716274575311,0.07059176814805927,0.33814263343811035,0.16356277465820312,200000,9.490452576058033,0.04994379584979965,3
2,10,5,200000,101,0.0,-1.9996529909993095,0.0009660866176255068,0.7819087505340576,0.39095449447631836,199712,4.122026859782636,0.38974342573600385,3
2,10,5,200000,102,0.5,-2.0014226764524885,0.0018574472521188756,0.4059147834777832,0.20345640182495117,187450,14.267742287134752,0.006487784499829939,3
2,10,5,200000,103,1.0,-2.0010405169026937,0.0018596607302572498,0.40691184997558594,0.2044835090637207,187528,3.1794382182415575,0.5282585419122507,3
4,10,5,200000,1,0.0,13.265410631898146,7.074863343714913,0.47074103355407715,0.229386568069458,200000,3.0068994655614563,0.5566720199449022,3
4,10,5,200000,101,0.0,9.681519944634225,2.2544315095686507,0.9584369659423828,0.47871971130371094,198288,0.5976256883467634,0.963327162321882,3
4,10,5,200000,102,0.5,15.685903151943208,3.1273736606307887,0.5325756072998047,0.2672851085662842,186494,3.263168055936017,0.5147892174081241,3
4,10,5,200000,103,1.0,15.9764336370797,3.1911517475783495,0.5325758457183838,0.2672853469848633,186591,1.360490936941261,0.8510320251993178,3
6,10,5,200000,1,0.0,-357.1014002783635,707.1078754423604,0.6283197402954102,0.30518388748168945,200000,2.1108535510732676,0.7153788486395929,3
6,10,5,200000,101,0.0,720.5250243970501,630.8656224568682,1.0112955570220947,0.5056478977203369,172872,6.431333312311962,0.16916868692031847,3
6,10,5,200000,102,0.5,214.35576747205758,680.8812075095482,0.6492636203765869,0.32413315773010254,183728,4.436312461292833,0.35016676295007865,3
6,10,5,200000,103,1.0,-644.5811333954837,694.0558246345779,0.6492636203765869,0.3251307010650635,183760,5.814078616867923,0.21347035746865572,3
8,10,5,200000,1,0.0,-90541.57301052939,70666.12579584296,0.7908849716186523,0.38197875022888184,200000,4.158316815401115,0.38500411254120426,3
8,10,5,200000,101,0.0,-39263.077968455196,77330.35731123667,1.0980637073516846,0.5495305061340332,163840,3.7393933163824733,0.4424230268291621,3
8,10,5,200000,102,0.5,-7361.6180278573975,74493.32863445116,0.742016077041626,0.3720054626464844,180972,2.2362590079713773,0.6923970804054744,3
8,10,5,200000,103,1.0,-40941.85934631321,75097.19907719358,0.7440097332000732,0.3730020523071289,181113,1.8619836373899077,0.7611247725640532,3
2,10,5,200000,1,0.0,-2.0132051524941987,0.07065345561321752,0.3370988368988037,0.16356277465820312,200000,5.644035916431221,0.22735742796039804,4
2,10,5,200000,101,0.0,-2.000375110148295,0.0009648235516280737,0.7779195308685303,0.38796234130859375,199712,4.046355379745364,0.399768916844351,4
2,10,5,200000,102,0.5,-2.001567425002312,0.001858890344926332,0.40491724014282227,0.20345592498779297,187445,2.04169572587125,0.7280900664012859,4
2,10,5,200000,103,1.0,-1.9987512065758124,0.0018618637626889138,0.405914306640625,0.2044539451599121,187490,8.520330334547907,0.07427337467567786,4
4,10,5,200000,1,0.0,8.092247150827923,7.0709600991669115,0.4697439670562744,0.22838950157165527,200000,6.6590870135895734,0.15503856353301054,4
4,10,5,200000,101,0.0,13.602452107801037,2.251745375919733,0.95644211769104,0.47871971130371094,198288,2.6947522500056067,0.6101334079591291,4
4,10,5,200000,102,0.5,11.073953196779453,3.1272507756819565,0.530580997467041,0.26628780364990234,186469,4.178759418245562,0.38235396179300474,4
4,10,5,200000,103,1.0,13.262462637770836,3.189025833458417,0.531578540802002,0.26628804206848145,186600,0.9610081248227402,0.9156497104336591,4
6,10,5,200000,1,0.0,-958.1849795208805,707.151080120032,0.6273221969604492,0.3041865825653076,200000,5.318609975979916,0.2561406961019018,4
6,10,5,200000,101,0.0,319.0953422129932,629.8202400779817,1.0112955570220947,0.5096371173858643,172872,1.5415505534601377,0.8192568298021553,4
6,10,5,200000,102,0.5,299.2794419467709,680.8859555872045,0.6452744007110596,0.3231356143951416,183708,0.44853969072490163,0.97831339165238,4
6,10,5,200000,103,1.0,-1503.719358594027,694.3029845962819,0.6462714672088623,0.32213830947875977,183752,4.071988259836944,0.39635121046633914,4
8,10,5,200000,1,0.0,33799.22304007134,70776.91945718182,0.7868959903717041,0.38197875022888184,200000,3.1569260297556094,0.5319162089829133,4
8,10,5,200000,101,0.0,-18784.110735264356,77537.94358054004,1.0920794010162354,0.5485329627990723,163840,2.154142267418719,0.7074332272367223,4
8,10,5,200000,102,0.5,-84341.37518010818,74484.45739105194,0.7410182952880859,0.3730025291442871,180983,8.440279166735884,0.07671826666044271,4
8,10,5,200000,103,1.0,-115314.16832474853,75166.33542527711,0.741018533706665,0.37100791931152344,181098,0.3405932322720955,0.9870452637489774,4
2,10,5,200000,1,0.0,-1.854036171837078,0.07067489586212909,0.33610105514526367,0.16356277465820312,200000,1.1161662299207364,0.8916988532347995,5
2,10,5,200000,101,0.0,-2.0017733577816985,0.0009656392185408346,0.7689435482025146,0.385967493057251,199712,2.2343885619193316,0.6927389246839721,5
2,10,5,200000,102,0.5,-2.0022602072197464,0.0018578144971351479,0.399930477142334,0.20046401023864746,187472,3.1622831439599395,0.5310444365282141,5
2,10,5,200000,103,1.0,-2.0019758976021125,0.0018603006687030364,0.405914306640625,0.20345592498779297,187529,0.1778968065045774,0.99627102959325,5
4,10,5,200000,1,0.0,18.099480639054867,7.069841716205935,0.4697439670562744,0.22838950157165527,200000,0.6276813749912007,0.9599385419842116,5
4,10,5,200000,101,0.0,9.685104959854005,2.254391735359542,0.9564423561096191,0.47871971130371094,198288,1.9791322101439377,0.7395973290470776,5
4,10,5,200000,102,0.5,9.452395523738096,3.1260499325585482,0.531578540802002,0.26628804206848145,186497,9.794639405435335,0.044032743881587545,5
4,10,5,200000,103,1.0,15.809289477450294,3.193900553212632,0.5295834541320801,0.26628780364990234,186599,2.0965975565171,0.7179976694882065,5
6,10,5,200000,1,0.0,266.2852531474612,706.8711113426887,0.6253278255462646,0.3031892776489258,200000,1.6737942833303419,0.7954722605999891,5
6,10,5,200000,101,0.0,663.4715397309263,631.0829954123122,1.00331711769104,0.5006611347198486,172872,6.6931290128549925,0.15302120965582586,5
6,10,5,200000,102,0.5,-553.646400428961,680.5227171468188,0.6452744007110596,0.32213830947875977,183759,4.296796494807303,0.36732687205834147,5
6,10,5,200000,103,1.0,-401.2175645222974,693.51213833198,0.6452744007110596,0.32114124298095703,183730,4.071197142786247,0.3964563600850951,5
8,10,5,200000,1,0.0,57452.25892863824,70697.22645274756,0.786895751953125,0.3809812068939209,200000,0.6650704705857075,0.9555655520356616,5
8,10,5,200000,101,0.0,20188.029889237554,77523.02038116613,1.0850980281829834,0.5425488948822021,163840,5.387579278696193,0.249790501403942,5
8,10,5,200000,102,0.5,84941.75184861239,74503.62772091241,0.7400209903717041,0.37100791931152344,180966,3.705431345353926,0.44733708155768914,5
8,10,5,200000,103,1.0,-56092.24040877102,75089.80775106032,0.7410182952880859,0.37100791931152344,181101,1.0062126822691084,0.9088524890042042,5
