ndims,nitn,neval,nhcube_batch,result_mean,result_sdev,total_time,avg_neval,chi2,Q,run_num
4,5,200000,10000,1.0004896766951963,0.000536898972288219,0.26927995681762695,198288,2.723911815788597,0.6050371002124286,3
4,5,200000,100000,1.000207307278985,0.0005319232595421291,0.3001973628997803,198288,3.6918021882884204,0.4493199721588417,3
6,5,200000,100,0.9992033286588763,0.004009980460764805,0.5555143356323242,172872,0.20131435231451178,0.9952615203304115,3
6,5,200000,1000,1.0017608603138757,0.004027442296926493,0.3361012935638428,172872,4.935449351432908,0.29398551454268995,3
6,5,200000,10000,1.0017160622101728,0.0037873186848790424,0.3311150074005127,172872,2.6905197501182556,0.6108747427037495,3
6,5,200000,100000,1.0015938868329861,0.003794494924883105,0.35709047317504883,172872,4.10411460105388,0.3920990829607466,3
8,5,200000,100,0.9468616637701177,0.022997477264352455,0.6013915538787842,163840,105.37280238459516,7.054252217175662e-22,3
8,5,200000,1000,0.9794049379005758,0.019812968304603423,0.38497066497802734,163840,34.26914329842475,6.562319705460724e-07,3
8,5,200000,10000,0.9478684025245341,0.017813440913596587,0.39594149589538574,163840,1.0451837342266117,0.9028690044577748,3
8,5,200000,100000,0.9486764266506101,0.018129045622934544,0.4198777675628662,163840,32.6951156114128,1.3790632830088902e-06,3
2,5,200000,100,1.000004620220326,1.4751550966019005e-05,0.44880008697509766,199712,0.8167572021484375,0.9361875277533768,4
2,5,200000,1000,0.9999896500094596,1.423282581127996e-05,0.20744585990905762,199712,4.407670974731445,0.3536367267525893,4
2,5,200000,10000,1.0000006321183081,1.4219105159976324e-05,0.18051648139953613,199712,3.446958541870117,0.485989403755987,4
2,5,200000,100000,1.0000101072880683,1.4175327158480478e-05,0.2014615535736084,199712,2.784785270690918,0.5944621592390913,4
4,5,200000,100,0.9997952902381233,0.0005478051745366543,0.5385596752166748,198288,2.4401398203335702,0.6553858637728669,4
4,5,200000,1000,0.9998454766455751,0.0005488879203115472,0.29122114181518555,198288,2.882178032770753,0.5777326213907532,4
4,5,200000,10000,0.999425246953165,0.0005301299953712479,0.2652904987335205,198288,3.94263906031847,0.41382464263517804,4
4,5,200000,100000,1.0005282479504949,0.0005256858263937006,0.30219197273254395,198288,2.750649533700198,0.6003813762650083,4
6,5,200000,100,0.9985070256404966,0.0037750312395615987,0.5535197257995605,172872,4.024424716786598,0.4027106376069134,4
6,5,200000,1000,1.0008151580432285,0.0036918398812739762,0.33610105514526367,172872,7.253445408001426,0.12308576060872091,4
6,5,200000,10000,0.9994622094126908,0.0036648807655942613,0.33211207389831543,172872,7.944627244098228,0.09362775864503699,4
6,5,200000,100000,1.0071238196077181,0.00389539483189764,0.35505104064941406,172872,7.958573097799672,0.09310755660984388,4
8,5,200000,100,0.9873437979901382,0.020531654579030147,0.5954070091247559,163840,39.02434627733646,6.886246260971723e-08,4
8,5,200000,1000,0.9937740963217901,0.02043482322042077,0.38796234130859375,163840,0.44918825700915477,0.9782552430615127,4
8,5,200000,10000,0.9208501546038335,0.02326158116645603,0.400928258895874,163840,76.60464249178631,9.118668758085946e-16,4
8,5,200000,100000,0.505408706375469,0.01543638163628625,0.42985081672668457,163840,918.6195996774641,1.5393545755713726e-197,4
2,5,200000,100,1.0000176695857346,1.417500831858645e-05,0.4478023052215576,199712,8.61412239074707,0.07150249315945592,5
2,5,200000,1000,0.9999981448337348,1.4468275739679043e-05,0.20644831657409668,199712,2.8468027114868164,0.583781380745527,5
2,5,200000,10000,0.999979739110598,1.433322163615671e-05,0.18051695823669434,199712,1.8549013137817383,0.7624240692048423,5
2,5,200000,100000,0.999992442560066,1.4183428351426286e-05,0.20345640182495117,199712,1.3102636337280273,0.8596317974073163,5
4,5,200000,100,1.0004597026013269,0.0005561350665720835,0.5365645885467529,198288,4.348857961595058,0.3608475311075151,5
4,5,200000,1000,0.9997701160638665,0.0005029738800803867,0.28822922706604004,198288,1.3202186971902847,0.8579359492786801,5
4,5,200000,10000,1.0003536400771817,0.0005264686668714711,0.2652904987335205,198288,0.9284964143298566,0.9204374553014324,5
4,5,200000,100000,0.9996754132962368,0.0005524526478869494,0.29919958114624023,198288,6.979692468419671,0.13696528501421662,5
6,5,200000,100,1.002601217394194,0.003797909527564514,0.5525219440460205,172872,24.958114703942556,5.12948511479389e-05,5
6,5,200000,1000,0.9987395894037139,0.0038647167894606117,0.33510398864746094,172872,4.445124441757798,0.3491046488218551,5
6,5,200000,10000,1.0039135340159384,0.003779814887588464,0.32912111282348633,172872,9.970073895645328,0.04093481172914753,5
6,5,200000,100000,1.004367515643178,0.003825015173762175,0.3560478687286377,172872,3.3612984089850215,0.4992792376355719,5
8,5,200000,100,0.9560209594977329,0.019754323069715637,0.5944101810455322,163840,18.35169488240126,0.0010532965866669676,5
8,5,200000,1000,0.8036139523254844,0.014949294118824567,0.38796234130859375,163840,517.3515629285453,1.1829515436314693e-110,5
8,5,200000,10000,0.968390673493223,0.02354407361591248,0.3969392776489258,163840,7.856720099439599,0.09696998667103784,5
8,5,200000,100000,0.9353542053565689,0.02175728958492318,0.42087388038635254,163840,29.942042246559595,5.029222174913652e-06,5
