ndims,nitn,neval,nhcube_batch,result_mean,result_sdev,total_time,avg_neval,chi2,Q,run_num
2,5,200000,100,0.9999824191340672,1.4301569502363046e-05,0.45478248596191406,199712,7.3240556716918945,0.11972266637874315,1
2,5,200000,1000,0.9999868022762294,1.4550341501183782e-05,0.20744562149047852,199712,0.8728437423706055,0.9284241079955625,1
2,5,200000,10000,0.9999947347476137,1.4502585831675782e-05,0.1795196533203125,199712,1.279470443725586,0.864848950555213,1
2,5,200000,100000,0.9999712142123159,1.4865820473588834e-05,0.20245885848999023,199712,6.606256484985352,0.15821728233397622,1
4,5,200000,100,1.0010034782030357,0.0005128167779942277,0.5415513515472412,198288,3.598047784063965,0.4631278391870203,1
4,5,200000,1000,1.0005356403833394,0.0005222105324386236,0.2892265319824219,198288,9.791523915249854,0.044089739980970946,1
4,5,200000,10000,0.9994611934170581,0.0005139990221822698,0.262298583984375,198288,6.291182371787727,0.1784323428607291,1
4,5,200000,100000,0.9999135017297911,0.0005386359866780527,0.3001978397369385,198288,6.203947375528514,0.1844262835264234,1
6,5,200000,100,0.9975903976938759,0.004041435121421851,0.556511640548706,172872,2.1079102523071924,0.7159194551168802,1
6,5,200000,1000,1.0051672797119076,0.003950101589442897,0.33510398864746094,172872,4.43483011124772,0.3503456844328444,1
6,5,200000,10000,0.9986607177700793,0.0038759447284415355,0.3231358528137207,172872,15.103041251393734,0.004492205444084628,1
6,5,200000,100000,1.0022834063733561,0.0038433575609279746,0.35505104064941406,172872,8.844503571774112,0.06510586783835327,1
8,5,200000,100,0.9827241594525994,0.022685744197963896,0.5983996391296387,163840,16.80299367419775,0.002110927356684617,1
8,5,200000,1000,1.0223623309400933,0.027340650567347042,0.3839731216430664,163840,4.1663785945863765,0.38395731166189684,1
8,5,200000,10000,0.9932567256019545,0.020188955291861727,0.39893317222595215,163840,11.942326369836337,0.01778533407667715,1
8,5,200000,100000,0.9749594462635276,0.024290127428115545,0.4168853759765625,163840,0.9310008295290118,0.9200717606812421,1
2,5,200000,100,1.0000225717480453,1.4157251286714959e-05,0.45478367805480957,199712,1.891129493713379,0.7557743961156951,2
2,5,200000,1000,1.0000083227850318,1.4286413065572457e-05,0.20644807815551758,199712,1.060490608215332,0.9004890757343117,2
2,5,200000,10000,1.0000263042955255,1.453884372939123e-05,0.18051719665527344,199712,2.854792594909668,0.5824123885394958,2
2,5,200000,100000,1.0000017378132602,1.4295584608872204e-05,0.20245862007141113,199712,1.2268915176391602,0.8736515896998214,2
4,5,200000,100,0.9999823226189573,0.0005279853235353429,0.5395569801330566,198288,3.809484791941941,0.43240364259701103,2
4,5,200000,1000,0.9992948710475996,0.0005271292571041574,0.2892265319824219,198288,2.399669323582202,0.6626870878751272,2
4,5,200000,10000,0.9994411571806906,0.0005002622086606251,0.26329588890075684,198288,5.9367571151815355,0.2039219242895759,2
4,5,200000,100000,1.0000926560007204,0.0005400957533834563,0.3001976013183594,198288,6.558245992287993,0.16115721254745227,2
6,5,200000,100,1.002410227506117,0.0038080137743206456,0.556511640548706,172872,12.679430244170362,0.01295316535279777,2
6,5,200000,1000,0.9948545597904421,0.004051715121292371,0.33510398864746094,172872,9.177351378377352,0.05681622530832462,2
6,5,200000,10000,0.9972476728287236,0.003869981079528458,0.33011722564697266,172872,4.503380740759894,0.3421475680274557,2
6,5,200000,100000,0.9950951607299282,0.0037867244734246194,0.35505056381225586,172872,1.1413005740614608,0.8876652782750895,2
8,5,200000,100,0.8881156420280545,0.021135685731638015,0.6013915538787842,163840,191.11476519596113,3.053103431185856e-40,2
8,5,200000,1000,0.9541947597690236,0.020057557708982817,0.3859677314758301,163840,102.8358639680323,2.4488137290655003e-21,2
8,5,200000,10000,0.7289191542353043,0.02026061622557588,0.3979353904724121,163840,413.048612617662,4.214075982945206e-88,2
8,5,200000,100000,0.3215426637024767,0.012213544003164403,0.4248640537261963,163840,1302.5104782223907,9.503004164724411e-281,2
2,5,200000,100,0.9999905003754945,1.4172047900693482e-05,0.4497971534729004,199712,5.162670135498047,0.2710106493320791,3
2,5,200000,1000,1.000018983583927,1.4275466734195002e-05,0.20744538307189941,199712,0.7734813690185547,0.9419674937227834,3
2,5,200000,10000,1.0000353025878403,1.4143207233463691e-05,0.1825118064880371,199712,3.066274642944336,0.5467970912693061,3
2,5,200000,100000,0.999975610087258,1.4161986667380401e-05,0.204453706741333,199712,12.717550277709961,0.012741617923770562,3
4,5,200000,100,0.9999162423529716,0.0005352176394668628,0.5405538082122803,198288,1.0314594353549182,0.9049887847520517,3
4,5,200000,1000,0.9994089660059222,0.0005405654353299671,0.2892265319824219,198288,2.1873064604587853,0.7013541058093766,3
