ndims,neval,result_mean,result_sdev,result_gen_time,result_eval_time,run_num,batch_num,eval_time_perc
2,1000000,-1.997849528570222,49.95059447831265,0.0747992992401123,0.003989458084106445,1,0,0.05
2,1000000,-2.006396859776969,49.94974444758031,0.071807861328125,0.0009980201721191406,1,1,0.01
2,1000000,-2.006872235269864,49.950303481422004,0.07480001449584961,0.001993894577026367,1,2,0.03
2,1000000,-2.0003795003442724,49.952916719440914,0.07380294799804688,0.001994609832763672,1,3,0.03
2,1000000,-1.9971856994380068,49.95035062592405,0.07679462432861328,0.000997781753540039,1,4,0.01
2,1000000,-1.9947682471033397,49.95039319096761,0.07779145240783691,0.0019948482513427734,1,5,0.03
2,1000000,-2.004174732745675,49.952324812535196,0.0827784538269043,0.0009975433349609375,1,6,0.01
2,1000000,-2.0039740849469037,49.94969152961419,0.08477306365966797,0.0019948482513427734,1,7,0.02
2,1000000,-1.9997122723005256,49.94750139421342,0.07978653907775879,0.000997304916381836,1,8,0.01
2,1000000,-2.0029217355154545,49.951564916440354,0.07978677749633789,0.000997781753540039,1,9,0.01
2,10000000,-2.0009279338088257,49.949635213836586,0.7529861927032471,0.008975744247436523,1,0,0.01
2,10000000,-2.001052957876995,49.94966723955201,0.8088369369506836,0.00797891616821289,1,1,0.01
2,10000000,-2.0007972494792456,49.9497106853303,0.851722240447998,0.009973287582397461,1,2,0.01
2,10000000,-2.0008799811922304,49.94981927484445,0.8317756652832031,0.013962507247924805,1,3,0.02
2,10000000,-2.0008939138523743,49.94972285863258,0.8507251739501953,0.009973526000976562,1,4,0.01
2,10000000,-2.0010091548686955,49.94964898483118,0.8716692924499512,0.008975505828857422,1,5,0.01
2,10000000,-2.0012446697828987,49.94992595136344,0.9155519008636475,0.00797891616821289,1,6,0.01
2,10000000,-2.0010186635702287,49.94970258427407,0.8227992057800293,0.008976221084594727,1,7,0.01
2,10000000,-2.000104097465235,49.94969487738903,0.9035837650299072,0.008976459503173828,1,8,0.01
2,10000000,-2.0009230445385437,49.94980284980701,0.9444739818572998,0.008975982666015625,1,9,0.01
4,1000000,19.34166241809381,3536.826369675977,0.1436159610748291,0.003989458084106445,1,0,0.03
4,1000000,15.472692532803325,3522.050846597264,0.14162135124206543,0.000997304916381836,1,1,0.01
4,1000000,7.522353526691819,3539.1085871890937,0.1515944004058838,0.0009980201721191406,1,2,0.01
4,1000000,14.7390033579494,3538.0409422486982,0.15259146690368652,0.0019943714141845703,1,3,0.01
4,1000000,8.889862200460104,3534.030834953829,0.14461445808410645,0.001993894577026367,1,4,0.01
4,1000000,19.666837408454626,3535.7775216128243,0.16456007957458496,0.0019943714141845703,1,5,0.01
