ndims,neval,result_mean,result_sdev,result_gen_time,result_eval_time,run_num,batch_num,eval_time_perc
4,1000000,0.10277175105107936,1.592098887014288,0.14959979057312012,0.0019948482513427734,1,4,0.01
4,1000000,0.10210533403937272,1.6322118000726913,0.1625652313232422,0.001994609832763672,1,5,0.01
4,1000000,0.10242778728479889,1.7010539850367508,0.1655571460723877,0.0019948482513427734,1,6,0.01
4,1000000,0.10101072470314296,1.5808133819715007,0.16057062149047852,0.001994609832763672,1,7,0.01
4,1000000,0.10215369923472646,1.6453384789881311,0.15558409690856934,0.001994609832763672,1,8,0.01
4,1000000,0.10517342011002602,1.6556639197499328,0.16655492782592773,0.001994609832763672,1,9,0.01
4,10000000,0.10170707745426823,1.6151393725097272,1.5608258247375488,0.015957355499267578,1,0,0.01
4,10000000,0.10160603480787045,1.6193909543525071,1.6485915184020996,0.016954898834228516,1,1,0.01
4,10000000,0.1012441818450591,1.6171142621166434,1.7383511066436768,0.015957355499267578,1,2,0.01
4,10000000,0.10152370675612273,1.6191781823541374,1.725386619567871,0.01695418357849121,1,3,0.01
4,10000000,0.1010898051396023,1.5983431851945327,1.7991886138916016,0.016955137252807617,1,4,0.01
4,10000000,0.10140332331880253,1.6137958877184977,1.7882180213928223,0.015957117080688477,1,5,0.01
4,10000000,0.1014563295062168,1.6195982969256482,1.8021807670593262,0.015957355499267578,1,6,0.01
4,10000000,0.10128592088494034,1.6155621477772169,1.8061702251434326,0.016954660415649414,1,7,0.01
4,10000000,0.10119897209338563,1.5955373487926165,1.869999885559082,0.017951488494873047,1,8,0.01
4,10000000,0.10129329276379886,1.610357823841273,1.9118874073028564,0.016954421997070312,1,9,0.01
6,1000000,0.05315842141114228,2.9077870129972867,0.21741890907287598,0.007978677749633789,1,0,0.04
6,1000000,0.029161344177697987,1.589546910887669,0.22739171981811523,0.0019948482513427734,1,1,0.01
6,1000000,0.034839288875901854,2.038609606125532,0.23935985565185547,0.002992391586303711,1,2,0.01
6,1000000,0.02120449948443044,0.9356649558487069,0.24135446548461914,0.001994609832763672,1,3,0.01
6,1000000,0.016972661743160814,0.7291783102701171,0.24733853340148926,0.0029916763305664062,1,4,0.01
6,1000000,0.03577430522424337,1.5307021736048403,0.25830912590026855,0.001995086669921875,1,5,0.01
6,1000000,0.02980121214421301,1.624443898417661,0.2433490753173828,0.0019948482513427734,1,6,0.01
6,1000000,0.049840267652426995,3.6307336027901593,0.23734211921691895,0.001994609832763672,1,7,0.01
6,1000000,0.04375262902454363,2.2575000466206294,0.2543199062347412,0.0019948482513427734,1,8,0.01
6,1000000,0.03467824438717957,2.6183782207291615,0.23437285423278809,0.0029921531677246094,1,9,0.01
6,10000000,0.03717110157184262,2.7340585409776352,2.3716580867767334,0.018949031829833984,1,0,0.01
6,10000000,0.032629473033568966,2.3387842566969033,2.532228946685791,0.020943403244018555,1,1,0.01
6,10000000,0.03583035223161678,2.412419343172498,2.6209919452667236,0.019946575164794922,1,2,0.01
6,10000000,0.033993265699556935,2.9820789959874854,2.6339564323425293,0.020943641662597656,1,3,0.01
6,10000000,0.0375802482343585,2.973990975259806,2.7952139377593994,0.02093958854675293,1,4,0.01
6,10000000,0.030360942356221582,2.308763569965415,2.7416679859161377,0.021941423416137695,1,5,0.01
6,10000000,0.027590483563497192,1.4772746991554269,2.7326927185058594,0.019946575164794922,1,6,0.01
6,10000000,0.032940094357254084,2.5606763186622863,2.7456576824188232,0.019946813583374023,1,7,0.01
6,10000000,0.028526428329832293,1.569977791230349,2.8932628631591797,0.019946575164794922,1,8,0.01
6,10000000,0.03586777206927418,3.0441113148889927,2.886281728744507,0.02094411849975586,1,9,0.01
8,1000000,0.00862757575343654,0.9289219375686728,0.2932159900665283,0.008975744247436523,1,0,0.03
8,1000000,0.0017287218546049184,0.10516643534230702,0.30518412590026855,0.002991914749145508,1,1,0.01
8,1000000,0.0012513220020643613,0.09442457451807919,0.31615447998046875,0.0029926300048828125,1,2,0.01
8,1000000,0.001996405020356804,0.17258218678055248,0.3141593933105469,0.002991914749145508,1,3,0.01
8,1000000,0.0013827551864520678,0.09891266243638655,0.31116771697998047,0.001995086669921875,1,4,0.01
8,1000000,0.0033024415598669043,0.28536714214360814,0.33510398864746094,0.0029916763305664062,1,5,0.01
8,1000000,0.0010232713856955318,0.07923205257857564,0.34707212448120117,0.0029916763305664062,1,6,0.01
8,1000000,0.00017431483294247667,0.009340004456984713,0.329120397567749,0.0029916763305664062,1,7,0.01
8,1000000,0.00023338511528983122,0.019761715489697313,0.3390934467315674,0.002992391586303711,1,8,0.01
8,1000000,0.0006611236094636568,0.04662322284766482,0.32512998580932617,0.002991914749145508,1,9,0.01
8,10000000,0.021994298822948517,4.6424596866536545,3.2632737159729004,0.0219419002532959,1,0,0.01
8,10000000,0.0027660567036488725,0.5773812008486323,3.433816909790039,0.023936033248901367,1,1,0.01
8,10000000,0.024024771773321206,5.28871806801923,3.554495096206665,0.022939205169677734,1,2,0.01
8,10000000,0.0031649436836278496,0.4975185862586505,3.528563976287842,0.024932861328125,1,3,0.01
8,10000000,0.004124410317119601,0.6047428893481148,3.7270331382751465,0.022938251495361328,1,4,0.01
8,10000000,0.012008163638880775,3.139282738673165,3.678164482116699,0.023936033248901367,1,5,0.01
8,10000000,0.011721423216184728,2.165604978102408,3.697113275527954,0.02593088150024414,1,6,0.01
8,10000000,0.003057105671788229,0.5732227430567705,3.67218017578125,0.0249330997467041,1,7,0.01
8,10000000,0.006167820539774253,1.2611337475654394,3.903561592102051,0.024933815002441406,1,8,0.01
8,10000000,0.03370120117523438,9.516467425799895,3.860675573348999,0.022939205169677734,1,9,0.01
2,1000000,0.3183403999585052,1.2500618320443437,0.0747995376586914,0.002993345260620117,2,0,0.04
2,1000000,0.3182086812679877,1.249387698915506,0.06781721115112305,0.0009975433349609375,2,1,0.01
2,1000000,0.31824969318277907,1.249676306321577,0.07779192924499512,0.0009975433349609375,2,2,0.01
2,1000000,0.31837396230356135,1.250179585656362,0.0747995376586914,0.001995086669921875,2,3,0.03
2,1000000,0.3183654447819058,1.2499077895522688,0.07978630065917969,0.001995086669921875,2,4,0.02
2,1000000,0.3183226354188057,1.2498016565961143,0.0827784538269043,0.0009970664978027344,2,5,0.01
2,1000000,0.31817352049956904,1.2490203378768072,0.08676838874816895,0.001995086669921875,2,6,0.02
2,1000000,0.31828762272703015,1.2494670665722742,0.07679390907287598,0.0019948482513427734,2,7,0.03
2,1000000,0.3182846302865145,1.2495520926477013,0.07978653907775879,0.0019943714141845703,2,8,0.02
2,1000000,0.3180943602214555,1.248863643585093,0.07878947257995605,0.0019948482513427734,2,9,0.02
2,10000000,0.31832590016980694,1.249816307708672,0.7858984470367432,0.011968135833740234,2,0,0.02
2,10000000,0.318302439776405,1.249758996127242,0.818809986114502,0.012965679168701172,2,1,0.02
2,10000000,0.31828969226305837,1.2496995132608864,0.8417489528656006,0.012964963912963867,2,2,0.02
2,10000000,0.31832343207031333,1.2498013158921026,0.8557124137878418,0.012964725494384766,2,3,0.01
2,10000000,0.3182917178297916,1.2497100121406006,0.8537173271179199,0.012965202331542969,2,4,0.01
2,10000000,0.3183067944320141,1.2497478882806043,0.8906183242797852,0.011967897415161133,2,5,0.01
2,10000000,0.318307159572075,1.2497600843113377,0.8646879196166992,0.012965202331542969,2,6,0.01
2,10000000,0.31832497822550215,1.249814568829147,0.8856325149536133,0.012964487075805664,2,7,0.01
2,10000000,0.3182959425893198,1.2497163870809662,0.9145545959472656,0.012965917587280273,2,8,0.01
2,10000000,0.31831291603064027,1.2497836621558287,0.9025862216949463,0.011967897415161133,2,9,0.01
4,1000000,0.10224829042802516,1.5621903748902985,0.1466081142425537,0.001995086669921875,2,0,0.01
4,1000000,0.09979178602962263,1.591164711115037,0.14162135124206543,0.0020225048065185547,2,1,0.01
4,1000000,0.10085995191042715,1.626737644194912,0.15056896209716797,0.001994609832763672,2,2,0.01
4,1000000,0.10033113346521776,1.6186258855348334,0.15558385848999023,0.0019948482513427734,2,3,0.01
4,1000000,0.10193895414326648,1.6714373587178797,0.14860224723815918,0.0019948482513427734,2,4,0.01
4,1000000,0.10438926453864844,1.6737598881168974,0.16057062149047852,0.001995086669921875,2,5,0.01
4,1000000,0.1008962419694252,1.611455001705346,0.17353558540344238,0.0019948482513427734,2,6,0.01
4,1000000,0.09935271912115182,1.5137594249764141,0.1715412139892578,0.0019948482513427734,2,7,0.01
4,1000000,0.09952222774447325,1.503996515875621,0.1655569076538086,0.001995086669921875,2,8,0.01
4,1000000,0.09963059495908975,1.5980146907102462,0.1655571460723877,0.000997304916381836,2,9,0.01
4,10000000,0.10155052139766681,1.6192780116786682,1.6037116050720215,0.015956878662109375,2,0,0.01
4,10000000,0.10195847092736719,1.6234638209432617,1.6396160125732422,0.015957117080688477,2,1,0.01
4,10000000,0.10150540380154825,1.6152394645745851,1.737354040145874,0.01595783233642578,2,2,0.01
4,10000000,0.1014525655680738,1.6162695859434781,1.731369972229004,0.016954421997070312,2,3,0.01
4,10000000,0.1013088297006864,1.6100661944423196,1.8151464462280273,0.01595783233642578,2,4,0.01
4,10000000,0.1012548835714006,1.6121217523570162,1.7922067642211914,0.016954898834228516,2,5,0.01
4,10000000,0.1016168663359343,1.616956442312259,1.7892158031463623,0.015957355499267578,2,6,0.01
4,10000000,0.10182124085759171,1.6264984072318267,1.809161901473999,0.015957117080688477,2,7,0.01
4,10000000,0.1014328254486782,1.61505724167017,1.8889491558074951,0.015956878662109375,2,8,0.01
4,10000000,0.10131693691624108,1.6068846599416173,1.8769810199737549,0.016954421997070312,2,9,0.01
6,1000000,0.051101980996131904,3.9122520808557786,0.22240519523620605,0.0029921531677246094,2,0,0.01
6,1000000,0.04306111226920564,2.9222961989092093,0.21642160415649414,0.001995086669921875,2,1,0.01
6,1000000,0.019725483262569836,0.7636796353351614,0.23537063598632812,0.0019941329956054688,2,2,0.01
6,1000000,0.012771580099703733,0.5867069880454312,0.24135422706604004,0.0019948482513427734,2,3,0.01
6,1000000,0.0242212009377816,1.135051582947767,0.2573118209838867,0.001994609832763672,2,4,0.01
6,1000000,0.03531825986788497,2.640923455687962,0.2533230781555176,0.0019943714141845703,2,5,0.01
6,1000000,0.03955513370921441,2.602175951914243,0.24434733390808105,0.0029916763305664062,2,6,0.01
6,1000000,0.014953931928471038,0.6762407423681154,0.24634075164794922,0.001994609832763672,2,7,0.01
6,1000000,0.03554451591630331,2.6274179906455384,0.2543201446533203,0.001994609832763672,2,8,0.01
6,1000000,0.05147781380233822,4.633563817675489,0.2543196678161621,0.0019948482513427734,2,9,0.01
6,10000000,0.03761590168496893,2.948371313606795,2.3846230506896973,0.02094411849975586,2,0,0.01
6,10000000,0.027311194296224976,1.485280265492093,2.53123140335083,0.019946575164794922,2,1,0.01
6,10000000,0.03409013838150047,2.519613827560962,2.61201548576355,0.020943641662597656,2,2,0.01
6,10000000,0.029143391022948988,1.928811596125627,2.6329591274261475,0.019947290420532227,2,3,0.01
6,10000000,0.030258141893134666,1.867648016450939,2.798516273498535,0.019946813583374023,2,4,0.01
6,10000000,0.029036477913178878,1.9685648052160667,2.7177324295043945,0.020944833755493164,2,5,0.01
6,10000000,0.02821431229783166,2.062991423259586,2.744659662246704,0.01994776725769043,2,6,0.01
6,10000000,0.030008755972930855,1.8633794160769992,2.75862193107605,0.019946813583374023,2,7,0.01
6,10000000,0.03520348511577483,2.584216657076564,2.8683295249938965,0.019947052001953125,2,8,0.01
6,10000000,0.03096546245440707,2.295644524872153,2.8812949657440186,0.020943880081176758,2,9,0.01
8,1000000,0.0003752046952992569,0.02955098018470851,0.3011946678161621,0.003988981246948242,2,0,0.01
8,1000000,0.0019372462191575297,0.20463324844832648,0.3061816692352295,0.002991914749145508,2,1,0.01
8,1000000,0.003432217296688915,0.22542162958468703,0.3121650218963623,0.0029921531677246094,2,2,0.01
8,1000000,0.0008745179003648147,0.051002728197155525,0.307178258895874,0.001995086669921875,2,3,0.01
8,1000000,0.02562638323013194,2.8485557732127957,0.31615447998046875,0.002991914749145508,2,4,0.01
8,1000000,1.9999592167911423e-05,0.0007871174829214176,0.348069429397583,0.0019948482513427734,2,5,0.01
8,1000000,0.00015388409095871866,0.006431345181795845,0.31914615631103516,0.0029921531677246094,2,6,0.01
8,1000000,0.0016962662743614854,0.10780039373105564,0.34308338165283203,0.0029909610748291016,2,7,0.01
8,1000000,0.0014507088625549988,0.1256982425392342,0.31615471839904785,0.001994609832763672,2,8,0.01
8,1000000,0.0003167277307864821,0.025985317225966195,0.3400907516479492,0.0029914379119873047,2,9,0.01
8,10000000,0.004701100745443602,0.831944818232403,3.226372718811035,0.02293848991394043,2,0,0.01
8,10000000,0.06036068916482231,20.310001033267948,3.3939244747161865,0.0249330997467041,2,1,0.01
8,10000000,0.0042687805278049315,0.772644168552404,3.5255722999572754,0.02393651008605957,2,2,0.01
8,10000000,0.008403398736989755,1.3834596273278095,3.5355451107025146,0.02293872833251953,2,3,0.01
8,10000000,0.004846296430530181,0.49137610163195816,3.6512367725372314,0.026927709579467773,2,4,0.01
8,10000000,0.013286634633182706,2.5841171991119145,3.6811561584472656,0.025930166244506836,2,5,0.01
8,10000000,0.004788948945933406,0.876753196335937,3.687140464782715,0.0249330997467041,2,6,0.01
8,10000000,0.011294240419678256,2.021485755138811,3.725038766860962,0.02293872833251953,2,7,0.01
8,10000000,0.004531175014347718,0.8075668021155568,3.841726779937744,0.024933576583862305,2,8,0.01
8,10000000,0.019286382290040354,3.8318763171418224,3.8576838970184326,0.02393651008605957,2,9,0.01
2,1000000,0.3182190583474167,1.2492288813432462,0.07380223274230957,0.0019948482513427734,3,0,0.03
2,1000000,0.3181989649240276,1.2494664297894242,0.0718073844909668,0.0019953250885009766,3,1,0.03
2,1000000,0.3182125167379753,1.2495835688864918,0.07779145240783691,0.000997781753540039,3,2,0.01
2,1000000,0.3183729563501311,1.2499447478024743,0.08178114891052246,0.0009970664978027344,3,3,0.01
2,1000000,0.3184371119539515,1.25013533965934,0.07779192924499512,0.0019948482513427734,3,4,0.03
2,1000000,0.3183789007945736,1.2497127695579244,0.08078384399414062,0.0019948482513427734,3,5,0.02
2,1000000,0.3181975240819625,1.2494506861412689,0.07679462432861328,0.0019948482513427734,3,6,0.03
2,1000000,0.3180878962655945,1.2490729302922465,0.07479977607727051,0.0019948482513427734,3,7,0.03
2,1000000,0.3182590503946787,1.2491894575109836,0.07679438591003418,0.001995563507080078,3,8,0.03
2,1000000,0.3183371712804395,1.2497046149650097,0.08178067207336426,0.000997304916381836,3,9,0.01
2,10000000,0.3183167744260027,1.2498070446909024,0.7749276161193848,0.010970592498779297,3,0,0.01
2,10000000,0.3183024872205214,1.249745619446598,0.7988638877868652,0.011968135833740234,3,1,0.01
2,10000000,0.3183071681025769,1.2497996106223896,0.8287837505340576,0.011967897415161133,3,2,0.01
2,10000000,0.3183162338628753,1.249801196165923,0.844740629196167,0.012964963912963867,3,3,0.02
2,10000000,0.3183192898115794,1.24981573985165,0.8836376667022705,0.012964725494384766,3,4,0.01
2,10000000,0.31831588201028066,1.2497849525163525,0.8646881580352783,0.012965202331542969,3,5,0.01
2,10000000,0.318300523244434,1.2497139018274257,0.8866293430328369,0.011967897415161133,3,6,0.01
2,10000000,0.31831288883756803,1.249758565782897,0.8846337795257568,0.011967897415161133,3,7,0.01
2,10000000,0.3183131282893331,1.2497943303865868,0.9554452896118164,0.011967897415161133,3,8,0.01
2,10000000,0.31830955289287727,1.2497573763207113,0.8776531219482422,0.013962745666503906,3,9,0.02
4,1000000,0.10219188367793919,1.6442157576939116,0.14461326599121094,0.0019943714141845703,3,0,0.01
4,1000000,0.1009830308566685,1.5636478891049344,0.1466078758239746,0.001995086669921875,3,1,0.01
4,1000000,0.10010149280182701,1.6370988752153472,0.157578706741333,0.0019941329956054688,3,2,0.01
4,1000000,0.10423945008047221,1.7003455916721744,0.16057085990905762,0.0019943714141845703,3,3,0.01
4,1000000,0.09526239197690435,1.4449927821051158,0.15857625007629395,0.001994609832763672,3,4,0.01
4,1000000,0.1008952415137357,1.589525397686203,0.16456007957458496,0.001994609832763672,3,5,0.01
4,1000000,0.09994368185351535,1.558940256809294,0.1625652313232422,0.001994609832763672,3,6,0.01
4,1000000,0.10083517080342354,1.6209294691138239,0.17253875732421875,0.0019953250885009766,3,7,0.01
4,1000000,0.10427185548990633,1.712974141886227,0.15658044815063477,0.001994609832763672,3,8,0.01
4,1000000,0.10155983503011413,1.6262655004642788,0.17752528190612793,0.0019948482513427734,3,9,0.01
4,10000000,0.10137894316995667,1.6095768898871834,1.5458664894104004,0.016954421997070312,3,0,0.01
4,10000000,0.10098448597370621,1.596131409087861,1.6416101455688477,0.016954421997070312,3,1,0.01
4,10000000,0.10127560213659809,1.6089919722613548,1.7134182453155518,0.016955137252807617,3,2,0.01
4,10000000,0.10140368943547984,1.6203378494174008,1.8111562728881836,0.016954421997070312,3,3,0.01
4,10000000,0.10156483038549922,1.6235188440989667,1.8330981731414795,0.016954660415649414,3,4,0.01
4,10000000,0.10092643507765506,1.592711439961818,1.8241221904754639,0.016954660415649414,3,5,0.01
4,10000000,0.10114963522036842,1.597908616511987,1.7802395820617676,0.015957355499267578,3,6,0.01
4,10000000,0.10172839519523214,1.624003182687291,1.8211302757263184,0.015957117080688477,3,7,0.01
4,10000000,0.10126724309344769,1.6120944111171824,1.90291166305542,0.015957355499267578,3,8,0.01
4,10000000,0.10123245569338031,1.6086868706510193,1.8999197483062744,0.01695394515991211,3,9,0.01
6,1000000,0.04399133946604411,3.117377911850793,0.20644855499267578,0.0030367374420166016,3,0,0.01
6,1000000,0.029960140858046106,1.6153299447832024,0.23038363456726074,0.0019943714141845703,3,1,0.01
6,1000000,0.05186296461206487,4.446876099997088,0.2293870449066162,0.001994609832763672,3,2,0.01
6,1000000,0.02154265214439769,1.326945959960563,0.23237824440002441,0.001995086669921875,3,3,0.01
6,1000000,0.031142380324471506,1.4883125325248563,0.23337578773498535,0.0029921531677246094,3,4,0.01
6,1000000,0.014430382408974811,0.739263529331005,0.24634099006652832,0.0019948482513427734,3,5,0.01
6,1000000,0.016482338965020545,0.8491764882989866,0.2433488368988037,0.0019948482513427734,3,6,0.01
6,1000000,0.016067871126703145,0.8871027151193868,0.2573120594024658,0.0019943714141845703,3,7,0.01
6,1000000,0.04634211723051594,4.027061580965614,0.27227187156677246,0.0019948482513427734,3,8,0.01
6,1000000,0.030907529057705278,1.6679123325000529,0.24733877182006836,0.0019941329956054688,3,9,0.01
6,10000000,0.035215858219025654,2.8223270111638556,2.348719596862793,0.020943880081176758,3,0,0.01
6,10000000,0.03713759039346446,3.0665232915001717,2.5172688961029053,0.02094411849975586,3,1,0.01
6,10000000,0.026309427167420078,1.4914077698779222,2.6529059410095215,0.019946575164794922,3,2,0.01
6,10000000,0.031286018876210915,2.0844942191431355,2.597055435180664,0.019947290420532227,3,3,0.01
6,10000000,0.03292803821482402,2.934462205216267,2.7576253414154053,0.02094411849975586,3,4,0.01
6,10000000,0.029299014143570674,1.8683627483898961,2.7456576824188232,0.020943403244018555,3,5,0.01
6,10000000,0.033017025471150006,2.2326306867271533,2.7177329063415527,0.019946575164794922,3,6,0.01
6,10000000,0.030023861235743583,1.9511982533787944,2.753636598587036,0.02094411849975586,3,7,0.01
6,10000000,0.027054942095100124,1.5016235636819812,2.8952574729919434,0.020943880081176758,3,8,0.01
6,10000000,0.03178912684026067,2.210890637745003,2.8463878631591797,0.019947052001953125,3,9,0.01
8,1000000,0.00019338038603509608,0.013043071774384298,0.2962076663970947,0.0029921531677246094,3,0,0.01
8,1000000,0.0006050611080118765,0.04587676593612431,0.2892265319824219,0.002991914749145508,3,1,0.01
8,1000000,0.019372267359682865,2.003297947247518,0.3061809539794922,0.002992391586303711,3,2,0.01
8,1000000,0.0013493749217146746,0.1186467923597211,0.3261277675628662,0.002991914749145508,3,3,0.01
8,1000000,0.00016602184281351334,0.008471720737739273,0.3121654987335205,0.0029921531677246094,3,4,0.01
8,1000000,0.0032516128658223137,0.2545375874652133,0.34906649589538574,0.001994609832763672,3,5,0.01
8,1000000,0.000759420129837643,0.04562012559494245,0.31615471839904785,0.002991914749145508,3,6,0.01
8,1000000,0.0030412985649712243,0.3299847171223866,0.32213830947875977,0.001995086669921875,3,7,0.01
8,1000000,0.0012798284794032894,0.06593723364243188,0.3430826663970947,0.0029916763305664062,3,8,0.01
8,1000000,0.0001359868237610336,0.010683897833396886,0.33211183547973633,0.0019948482513427734,3,9,0.01
8,10000000,0.024647633351024725,6.51239701272127,3.290201425552368,0.022938966751098633,3,0,0.01
8,10000000,0.004615543446151594,0.6462912065072562,3.3530337810516357,0.0249330997467041,3,1,0.01
8,10000000,0.0047405760955881275,1.1122242018447026,3.5485117435455322,0.023935556411743164,3,2,0.01
8,10000000,0.0013591150905053937,0.1847390558825983,3.547513246536255,0.024933338165283203,3,3,0.01
8,10000000,0.03315225541232397,9.721328150348,3.711076259613037,0.024933338165283203,3,4,0.01
8,10000000,0.0014038498237305644,0.15848805310988356,3.7080841064453125,0.02393627166748047,3,5,0.01
8,10000000,0.016626782087597113,3.7904493654313365,3.731022834777832,0.025930166244506836,3,6,0.01
8,10000000,0.008639506715727488,1.3215988780362091,3.6771671772003174,0.02293848991394043,3,7,0.01
8,10000000,0.013132307433925659,2.0172661576620032,3.823775053024292,0.023936033248901367,3,8,0.01
8,10000000,0.0019489869698171406,0.2661441450821738,3.874638557434082,0.02393627166748047,3,9,0.01
2,1000000,0.31826436024994736,1.249549117937421,0.08477306365966797,0.001995086669921875,4,0,0.02
2,1000000,0.3182205755452732,1.2494815351813588,0.0718073844909668,0.0019948482513427734,4,1,0.03
2,1000000,0.3183098024858162,1.2497456567810505,0.07380270957946777,0.001994609832763672,4,2,0.03
2,1000000,0.3184903413666059,1.2505228607287127,0.07579708099365234,0.0009975433349609375,4,3,0.01
2,1000000,0.31825781033936457,1.249681765879072,0.07579708099365234,0.0009975433349609375,4,4,0.01
2,1000000,0.3183179841936624,1.2497951627949087,0.07978653907775879,0.001995563507080078,4,5,0.02
2,1000000,0.3184108210200054,1.250080882784526,0.08078312873840332,0.0009975433349609375,4,6,0.01
2,1000000,0.31826268218687603,1.2494813461624974,0.07978630065917969,0.0019948482513427734,4,7,0.02
2,1000000,0.318269593420036,1.249812630856544,0.07978677749633789,0.000997304916381836,4,8,0.01
2,1000000,0.3181806455564318,1.2493897877857445,0.08178091049194336,0.000997781753540039,4,9,0.01
2,10000000,0.31830778521868547,1.2497513567289213,0.7898879051208496,0.011967658996582031,4,0,0.01
2,10000000,0.31830987455415616,1.2497636213707781,0.7948744297027588,0.012965679168701172,4,1,0.02
2,10000000,0.31830457425367104,1.2497427280002489,0.819807767868042,0.011967658996582031,4,2,0.01
2,10000000,0.3183146478227808,1.2497959405925374,0.8696742057800293,0.011968374252319336,4,3,0.01
2,10000000,0.3183100520570484,1.2497494925812311,0.8367619514465332,0.012966632843017578,4,4,0.02
2,10000000,0.3183174985616231,1.2497914723217154,0.8886227607727051,0.01296544075012207,4,5,0.01
2,10000000,0.31831196286436547,1.249785823553309,0.8527195453643799,0.011967897415161133,4,6,0.01
2,10000000,0.318326920268636,1.2498273594340934,0.9025866985321045,0.011967658996582031,4,7,0.01
2,10000000,0.3183087879200486,1.2497457580263183,0.9015893936157227,0.011968135833740234,4,8,0.01
2,10000000,0.31830454787811485,1.249788839578645,0.8956048488616943,0.012964963912963867,4,9,0.01
4,1000000,0.10291828258223444,1.6693149912419314,0.14960026741027832,0.001994609832763672,4,0,0.01
4,1000000,0.10226056117250601,1.673009774296663,0.1545865535736084,0.001994609832763672,4,1,0.01
4,1000000,0.10009568969494863,1.6304390470217167,0.157578706741333,0.0019948482513427734,4,2,0.01
4,1000000,0.10149283212114103,1.6792347611157994,0.15658068656921387,0.001995086669921875,4,3,0.01
4,1000000,0.09976725752399455,1.5917817001020327,0.15259194374084473,0.001994609832763672,4,4,0.01
4,1000000,0.10365481327210771,1.6212505221196707,0.16156816482543945,0.001994609832763672,4,5,0.01
4,1000000,0.10421251089918124,1.6461921465360205,0.1685488224029541,0.0019948482513427734,4,6,0.01
4,1000000,0.1004789630653724,1.5886481269613992,0.15957355499267578,0.0019943714141845703,4,7,0.01
4,1000000,0.10424680632711744,1.629115049240427,0.15259218215942383,0.001995086669921875,4,8,0.01
4,1000000,0.10222219758478666,1.6244205132345084,0.16755151748657227,0.0019948482513427734,4,9,0.01
4,10000000,0.10119564808156206,1.6092739999660954,1.6057054996490479,0.01595783233642578,4,0,0.01
4,10000000,0.10092339666665823,1.6071165107224832,1.6266498565673828,0.015957355499267578,4,1,0.01
4,10000000,0.1010472035405433,1.598932022520656,1.7343623638153076,0.016954660415649414,4,2,0.01
4,10000000,0.10122108552410346,1.612435268929393,1.7483246326446533,0.015957355499267578,4,3,0.01
4,10000000,0.10116362555088193,1.5987238186816402,1.8081645965576172,0.016954898834228516,4,4,0.01
4,10000000,0.1011818492964924,1.6031846086291737,1.8400793075561523,0.014960289001464844,4,5,0.01
4,10000000,0.10117008201466143,1.613455658338721,1.7792418003082275,0.016954421997070312,4,6,0.01
4,10000000,0.10096876781699322,1.6051267814325916,1.790212631225586,0.01595783233642578,4,7,0.01
