ndims,neval,result_mean,result_sdev,result_gen_time,result_eval_time,run_num,eval_time_perc
2,100000,-0.020441479011230116,0.4993939314635097,0.00797891616821289,0.031914710998535156,1,0.8
2,1000000,-0.02009448415010608,0.49939205075791926,0.019945859909057617,0.007978677749633789,1,0.29
2,10000000,-0.020253258238014833,0.49950610279908,0.19747352600097656,0.07878804206848145,1,0.29
4,100000,0.003997038365177572,0.3541245781803038,0.017952442169189453,0.04089021682739258,1,0.69
4,1000000,0.0017654296151047167,0.35357703965050014,0.039893150329589844,0.009973526000976562,1,0.2
4,10000000,0.0009221267932582001,0.35352711597302455,0.3969390392303467,0.0827784538269043,1,0.17
6,100000,0.0010205191549457102,0.2886938151811116,0.031914472579956055,0.040891170501708984,1,0.56
6,1000000,0.0006564596162353119,0.288758034298401,0.0608363151550293,0.008976221084594727,1,0.13
6,10000000,0.0001542956668338812,0.28863103002061763,0.5884263515472412,0.09773850440979004,1,0.14
8,100000,0.00341752308759541,0.2500355801532615,0.05186128616333008,0.03789877891540527,1,0.42
8,1000000,-9.839381220776508e-05,0.24988319020736435,0.07978653907775879,0.009973526000976562,1,0.11
8,10000000,7.67383758183619e-05,0.2500520530934462,0.7858982086181641,0.09873580932617188,1,0.11
2,100000,-0.019178081481286226,0.49938190295565404,0.05186152458190918,0.007978439331054688,2,0.13
2,1000000,-0.0202573536460089,0.49940878783836196,0.019947052001953125,0.007978439331054688,2,0.29
2,10000000,-0.02017757347173555,0.4995315755952765,0.2014620304107666,0.08178043365478516,2,0.29
4,100000,0.002996002291762363,0.35396994891686734,0.01695537567138672,0.007978439331054688,2,0.32
4,1000000,0.0015847869838576593,0.3533458487661566,0.034906864166259766,0.007978439331054688,2,0.19
4,10000000,0.0011450663770270167,0.3535725852918514,0.3969383239746094,0.07978630065917969,2,0.17
6,100000,-0.001170750599598579,0.2889046111711359,0.03291201591491699,0.007979154586791992,2,0.2
