ndims,neval,result_mean,result_sdev,result_gen_time,result_eval_time,total_time,eval_time_perc
2,8388608,0.9986094143974231,0.009738650247736737,0.16216647624969482,0.2855363368988037,0.4477028131484985,0.638
4,8388608,1.0641295680735239,0.2836651848701179,0.2470396041870117,0.3990330219268799,0.6460726261138916,0.616
6,8388608,0.4167527536338638,0.41460172176708765,0.3706092596054077,0.5243978023529052,0.895007061958313,0.587
8,8388608,5.638064559469927e-17,5.0697351854327277e-17,0.49288229942321776,0.6520566940307617,1.1449389934539795,0.5700000000000001
