ndims,neval,result_mean,result_sdev,result_gen_time,result_eval_time,total_time,eval_time_perc
2,1000000,0.9991605832848679,0.005551462254094361,0.021941423416137695,0.03540534973144531,0.057346773147583005,0.623
4,1000000,0.9937647394710133,0.03175543426533722,0.03171505928039551,0.04966742992401123,0.08138248920440674,0.611
6,1000000,0.9808266885427515,0.16893392369023724,0.04468035697937012,0.066322922706604,0.11100327968597412,0.598
8,1000000,0.6323336934278911,0.2798147010432547,0.05914173126220703,0.08297815322875976,0.1421198844909668,0.583
