ndims,neval,result_mean,result_sdev,result_gen_time,result_eval_time,run_num,total_time,eval_time_perc
2,1000000,0.9998584093439734,0.005551737066706579,0.01401376724243164,0.035852909088134766,1,0.049866676330566406,0.72
4,1000000,1.0059344295038666,0.032180609996456895,0.003989219665527344,0.05186152458190918,1,0.05585074424743652,0.93
6,1000000,1.121988518176838,0.28736569557834485,0.0069811344146728516,0.06183505058288574,1,0.0688161849975586,0.9
8,1000000,16.64933064389874,16.42580606257039,0.012964725494384766,0.08776545524597168,1,0.10073018074035645,0.87
2,1000000,0.9998584093439734,0.005551737066706579,0.006981611251831055,0.03291201591491699,2,0.03989362716674805,0.82
4,1000000,1.0059344295038666,0.032180609996456895,0.003989458084106445,0.04787182807922363,2,0.05186128616333008,0.92
6,1000000,1.121988518176838,0.28736569557834485,0.0069811344146728516,0.06283235549926758,2,0.06981348991394043,0.9
8,1000000,16.64933064389874,16.42580606257039,0.009973287582397461,0.08975982666015625,2,0.09973311424255371,0.9
2,1000000,0.9998584093439734,0.005551737066706579,0.005984067916870117,0.0359039306640625,3,0.04188799858093262,0.86
4,1000000,1.0059344295038666,0.032180609996456895,0.003989458084106445,0.045877695083618164,3,0.04986715316772461,0.92
6,1000000,1.121988518176838,0.28736569557834485,0.00698089599609375,0.06183505058288574,3,0.06881594657897949,0.9
8,1000000,16.64933064389874,16.42580606257039,0.009972810745239258,0.08477449417114258,3,0.09474730491638184,0.89
2,1000000,0.9998584093439734,0.005551737066706579,0.0069806575775146484,0.031914472579956055,4,0.0388951301574707,0.82
4,1000000,1.0059344295038666,0.032180609996456895,0.003989458084106445,0.04587697982788086,4,0.049866437911987305,0.92
6,1000000,1.121988518176838,0.28736569557834485,0.006981611251831055,0.07081055641174316,4,0.07779216766357422,0.91
8,1000000,16.64933064389874,16.42580606257039,0.011968135833740234,0.08477306365966797,4,0.0967411994934082,0.88
2,1000000,0.9998584093439734,0.005551737066706579,0.005984306335449219,0.03390932083129883,5,0.03989362716674805,0.85
4,1000000,1.0059344295038666,0.032180609996456895,0.003989458084106445,0.04787182807922363,5,0.05186128616333008,0.92
6,1000000,1.121988518176838,0.28736569557834485,0.0069811344146728516,0.0688164234161377,5,0.07579755783081055,0.91
8,1000000,16.64933064389874,16.42580606257039,0.009973287582397461,0.09275197982788086,5,0.10272526741027832,0.9
2,1000000,0.9998584093439734,0.005551737066706579,0.007979393005371094,0.03490591049194336,6,0.04288530349731445,0.81
4,1000000,1.0059344295038666,0.032180609996456895,0.005983829498291016,0.04886984825134277,6,0.05485367774963379,0.89
6,1000000,1.121988518176838,0.28736569557834485,0.00698089599609375,0.06582474708557129,6,0.07280564308166504,0.9
8,1000000,16.64933064389874,16.42580606257039,0.01795196533203125,0.09175443649291992,6,0.10970640182495117,0.84
2,1000000,0.9998584093439734,0.005551737066706579,0.006981611251831055,0.034906625747680664,7,0.04188823699951172,0.83
4,1000000,1.0059344295038666,0.032180609996456895,0.00498652458190918,0.04886960983276367,7,0.05385613441467285,0.91
6,1000000,1.121988518176838,0.28736569557834485,0.006981372833251953,0.06283187866210938,7,0.06981325149536133,0.9
8,1000000,16.64933064389874,16.42580606257039,0.009988069534301758,0.08874797821044922,7,0.09873604774475098,0.9
2,1000000,0.9998584093439734,0.005551737066706579,0.006981372833251953,0.034906625747680664,8,0.04188799858093262,0.83
4,1000000,1.0059344295038666,0.032180609996456895,0.004986286163330078,0.047872066497802734,8,0.05285835266113281,0.91
6,1000000,1.121988518176838,0.28736569557834485,0.005984067916870117,0.06382942199707031,8,0.06981348991394043,0.91
8,1000000,16.64933064389874,16.42580606257039,0.009973526000976562,0.08776593208312988,8,0.09773945808410645,0.9
2,1000000,0.9998584093439734,0.005551737066706579,0.0069806575775146484,0.03390955924987793,9,0.04089021682739258,0.83
4,1000000,1.0059344295038666,0.032180609996456895,0.003989219665527344,0.05186104774475098,9,0.05585026741027832,0.93
6,1000000,1.121988518176838,0.28736569557834485,0.006981372833251953,0.06482720375061035,9,0.0718085765838623,0.9
8,1000000,16.64933064389874,16.42580606257039,0.011967658996582031,0.08776521682739258,9,0.09973287582397461,0.88
2,1000000,0.9998584093439734,0.005551737066706579,0.006981611251831055,0.03490638732910156,10,0.04188799858093262,0.83
4,1000000,1.0059344295038666,0.032180609996456895,0.004986763000488281,0.05485343933105469,10,0.05984020233154297,0.92
6,1000000,1.121988518176838,0.28736569557834485,0.007978439331054688,0.07081103324890137,10,0.07878947257995605,0.9
8,1000000,16.64933064389874,16.42580606257039,0.010970592498779297,0.08876323699951172,10,0.09973382949829102,0.89
