ndims,neval,result_mean,result_sdev,result_gen_time,result_eval_time,total_time,eval_time_perc
2,1000000,0.9998584093439733,0.005551737066706579,0.007584905624389649,0.034402775764465335,0.04198768138885498,0.82
4,1000000,1.0059344295038666,0.032180609996456895,0.004487967491149903,0.04916858673095703,0.05365655422210693,0.917
6,1000000,1.121988518176838,0.28736569557834485,0.006981205940246582,0.06542537212371827,0.07240657806396485,0.9030000000000001
8,1000000,16.64933064389874,16.42580606257039,0.011570405960083009,0.08846216201782227,0.10003256797790527,0.885
