ndims,neval,result_mean,result_sdev,result_gen_time,result_eval_time,total_time,eval_time_perc
2,8388608,1.0007889863696073,0.00562103085466389,0.17044453620910643,0.6986319065093994,0.8690764427185058,0.805
4,8388608,1.0150499026492388,0.16159633622609254,0.251627254486084,1.0978646516799926,1.3494919061660766,0.813
6,8388608,0.09966206242800935,0.0913044914952689,0.3676171064376831,1.4545112133026123,1.8221283197402953,0.797
8,8388608,2.5582372283570064e-10,1.87595731277108e-10,0.4989659786224365,1.8475602388381958,2.3465262174606325,0.786
