ndims,neval,result_mean,result_sdev,result_gen_time,result_eval_time,total_time,eval_time_perc
2,1000000,-2.0006024587229154,0.07063973281495319,0.01047201156616211,0.01436147689819336,0.024833488464355468,0.578
4,1000000,11.854233617428296,7.071677712001025,0.01156916618347168,0.015658140182495117,0.027227306365966798,0.5730000000000001
6,1000000,38.77633280121172,707.2483014067946,0.017852187156677246,0.01575789451599121,0.033610081672668456,0.46699999999999997
8,1000000,-12781.474694010472,70717.30293111634,0.024634122848510742,0.01625669002532959,0.04089081287384033,0.39699999999999996
