ndims,neval,result_mean,result_sdev,result_gen_time,result_eval_time,total_time,eval_time_perc
2,8388608,0.9999993069410171,0.012188748619368325,0.09699130058288574,0.12556514739990235,0.2225564479827881,0.574
4,8388608,0.9994951862422333,0.19766955281132126,0.0915567398071289,0.12906129360198976,0.22061803340911865,0.585
6,8388608,1.907218864809699,4.96565955140437,0.1386315107345581,0.13499319553375244,0.27362470626831054,0.492
8,8388608,110.74020973410238,178.98556306185537,0.18740639686584473,0.13783130645751954,0.32523770332336427,0.42400000000000004
