ndims,neval,result_mean,result_sdev,result_gen_time,result_eval_time,total_time,eval_time_perc
2,1000000,-2.001005747319037,0.07063960572260887,0.7526875972747803,0.01406247615814209,0.7667500734329223,0.02
4,1000000,12.633406760927377,7.071529971224317,1.522728943824768,0.01436166763305664,1.5370906114578247,0.01
6,1000000,-283.33432264041113,707.1719975415967,2.293069267272949,0.015259504318237305,2.3083287715911864,0.01
8,1000000,38192.39227254569,70714.46968599074,3.048050856590271,0.016057133674621582,3.0641079902648927,0.009
