func,ndim,nitn,neval,res_mean,res_err,res_rel,total_time,pre_time,ncall,avg_neval,chi2,Q,run_num
f3,8,150,10000000,30.09338979536179,13.923969151598566,2.0894465851370887,573.288,19.599,34500,8435979.331034483,156.37652255206575,0.22710596244938996,2
f3,6,150,10000000,0.8264830356327969,0.23169059795860414,0.7489167272907861,458.789,15.486,34650,8469980.751724139,160.90781183458262,0.1589687059052406,2
f3,4,150,10000000,0.9993511135321591,0.002226146978748139,0.29148410865745705,356.955,12.04,37650,8797928.117241379,135.91563475889922,0.6722414335576277,2
f3,2,150,10000000,0.9999967790223788,3.5411035780112345e-06,0.9095971214108498,157.792,5.958,36300,4805000.0,135.423940281973,0.6830518146958036,2
