func,ndim,nitn,neval,res_mean,res_err,res_rel,total_time,pre_time,ncall,avg_neval,chi2,Q,run_num
f2,8,150,10000000,0.33333866508331306,9.324123256580162e-06,71498.55450979962,604.112,20.795,34500,8518689.075862069,146.48760474421053,0.4266190529670013,1
f2,6,150,10000000,0.9994787947412604,0.00010748259341137327,4.849206203507953,563.1,18.167,34650,9593652.648275862,152.51640639717368,0.29757921837212453,1
f2,4,150,10000000,0.99994692184392,8.220009157272208e-05,0.6457189409949009,430.663,14.777,37650,9953155.503448276,123.67884542547932,0.8886025126141475,1
f2,2,150,10000000,0.9999988836897741,7.693575547745717e-06,0.14509641440394014,167.233,6.349,36300,4805000.0,166.57783306479558,0.09587377569717181,1
