func,ndim,nitn,neval,res_mean,res_err,res_rel,total_time,pre_time,ncall,avg_neval,chi2,Q,run_num
f2,8,150,10000000,0.333337472062431,9.359766781538166e-06,71226.40376601467,609.835,21.137,34500,8519554.68275862,131.8584056001565,0.7571078486069474,2
f2,6,150,10000000,0.9994072827188117,0.0001418797755525536,4.177602331832783,571.941,18.893,34650,9593842.510344828,143.04397540894405,0.5068379105900247,2
f2,4,150,10000000,0.9999175738810104,8.219438468429237e-05,1.0028193447297218,431.723,14.836,37650,9953128.841379311,146.04113327079932,0.43684943227094475,2
f2,2,150,10000000,1.0000070180825245,7.812793043477129e-06,0.8982808690057885,172.503,6.386,36300,4805000.0,183.6427023820504,0.014297020109734548,2
