ndims,neval,result_mean,result_sdev,result_gen_time,result_eval_time,run_num,eval_time_perc,total_time
8,1000000,2.2883970167113277e-37,2.2883890449277644e-37,0.05385613441467285,0.10272526741027832,3,0.66,0.15658140182495117
8,10000000,7.508087048278998e-25,7.508085505845931e-25,0.5285866260528564,0.9863626956939697,3,0.65,1.5149493217468262
2,10000,1.4359333461560537,0.3614582789007037,0.042885780334472656,0.007978439331054688,4,0.16,0.050864219665527344
2,100000,1.0193821130986447,0.08872368536783391,0.000997304916381836,0.005984306335449219,4,0.86,0.006981611251831055
2,1000000,1.005969694524878,0.028414436352663282,0.013962268829345703,0.060837507247924805,4,0.81,0.07479977607727051
2,10000000,0.9938417233386142,0.00889393884828354,0.1326451301574707,0.6083734035491943,4,0.82,0.741018533706665
4,10000,2.2308516866082346e-11,2.2308516570750743e-11,0.009974241256713867,0.005983114242553711,4,0.37,0.015957355499267578
4,100000,0.004841804091108288,0.0041641512778713245,0.0029921531677246094,0.005984067916870117,4,0.67,0.008976221084594727
4,1000000,0.6521630144089103,0.3098010811657966,0.026927947998046875,0.07579779624938965,4,0.74,0.10272574424743652
4,10000000,0.8678494131033203,0.2421424619022258,0.26429319381713867,0.7699418067932129,4,0.74,1.0342350006103516
6,10000,3.3680858865745552e-31,2.629776423384016e-31,0.018949270248413086,0.006981372833251953,4,0.27,0.02593064308166504
6,100000,9.850679927472587e-24,9.850677646182161e-24,0.003989219665527344,0.008976221084594727,4,0.69,0.01296544075012207
6,1000000,1.59906782094919e-08,1.2029480095561343e-08,0.03989386558532715,0.09075689315795898,4,0.69,0.13065075874328613
6,10000000,0.04561593133178422,0.04560962577343872,0.3979358673095703,0.8856320381164551,4,0.69,1.2835679054260254
8,10000,1.0822041471485688e-99,1.0822041471485688e-99,0.02892279624938965,0.007978439331054688,4,0.22,0.036901235580444336
8,100000,2.007807141298787e-72,2.0078071412987867e-72,0.005984067916870117,0.008976221084594727,4,0.6,0.014960289001464844
8,1000000,9.740396515969347e-51,9.740396417307139e-51,0.05186104774475098,0.09873676300048828,4,0.66,0.15059781074523926
8,10000000,1.3789964383220268e-17,1.3789964331286452e-17,0.5265913009643555,0.9963362216949463,4,0.65,1.5229275226593018
2,10000,1.1061109437968173,0.2997326451456459,0.047872066497802734,0.0109710693359375,5,0.19,0.058843135833740234
2,100000,0.8876073177992901,0.08449865008397929,0.000997304916381836,0.004986286163330078,5,0.83,0.005983591079711914
2,1000000,0.9546566028510898,0.026878583478635802,0.013962745666503906,0.0608372688293457,5,0.81,0.07480001449584961
2,10000000,1.0190649794847813,0.009032320654282345,0.1326453685760498,0.6093707084655762,5,0.82,0.742016077041626
4,10000,1.9961687907222322e-17,1.994566726515999e-17,0.009973526000976562,0.005984067916870117,5,0.37,0.01595759391784668
4,100000,0.08287766131622419,0.07966221124315344,0.002991914749145508,0.006981372833251953,5,0.7,0.009973287582397461
4,1000000,0.760691392509887,0.4195618381387756,0.02593064308166504,0.07679462432861328,5,0.75,0.10272526741027832
4,10000000,1.1109074056638426,0.3078570202542115,0.2642934322357178,0.7739307880401611,5,0.75,1.038224220275879
6,10000,1.0504425737119749e-104,1.050442573711975e-104,0.02094411849975586,0.007978439331054688,5,0.28,0.028922557830810547
6,100000,1.629321960796023e-23,1.6293219594931012e-23,0.003989458084106445,0.006981611251831055,5,0.64,0.0109710693359375
6,1000000,0.19401019069889236,0.19401019069841816,0.03989291191101074,0.08876299858093262,5,0.69,0.12865591049194336
6,10000000,0.000891488443292647,0.0008006489296173147,0.3979358673095703,0.9005920886993408,5,0.69,1.2985279560089111
8,10000,4.047839267684035e-95,4.047839267684035e-95,0.030917882919311523,0.007977962493896484,5,0.21,0.03889584541320801
8,100000,2.671272982183686e-40,2.670690694687855e-40,0.005984067916870117,0.008976459503173828,5,0.6,0.014960527420043945
8,1000000,3.975166353966791e-43,3.97516633549618e-43,0.05285835266113281,0.09873700141906738,5,0.65,0.1515953540802002
8,10000000,4.665390801467799e-16,4.6653908014574585e-16,0.5275883674621582,0.9933454990386963,5,0.65,1.5209338665008545
