ndims,neval,result_mean,result_sdev,result_gen_time,result_eval_time,run_num,eval_time_perc
2,10000,0.9116703022403387,0.05253348793882288,0.05385589599609375,0.00797891616821289,1,0.13
2,100000,1.0284999860503132,0.01779542809328248,0.0019943714141845703,0.0029921531677246094,1,0.6
2,1000000,1.0092119804044504,0.00559618360186021,0.012964963912963867,0.030917882919311523,1,0.7
2,10000000,0.9975750010511117,0.0017541721498337732,0.13763141632080078,0.30219149589538574,1,0.69
4,10000,0.5873688984268424,0.1597388152415008,0.011968851089477539,0.009972333908081055,1,0.45
4,100000,0.9586369773872159,0.1016215446747363,0.0029921531677246094,0.004986763000488281,1,0.62
4,1000000,1.0118814961067308,0.03210107177017909,0.029919862747192383,0.05086398124694824,1,0.63
4,10000000,1.00468967823182,0.010131733884567715,0.2902233600616455,0.47871947288513184,1,0.62
6,10000,0.008612999807842525,0.004676531095684569,0.02293872833251953,0.00797891616821289,1,0.26
6,100000,0.7049963631114726,0.34331572155184964,0.004986286163330078,0.004986763000488281,1,0.5
6,1000000,0.8728893959334435,0.13839431909367184,0.04089045524597168,0.06682109832763672,1,0.62
6,10000000,0.9779128982646048,0.051701165946668994,0.40491676330566406,0.6003937721252441,1,0.6
8,10000,0.0036408544867127367,0.002704954179197047,0.034906625747680664,0.00897669792175293,1,0.2
8,100000,0.36656083509313003,0.2480191275783911,0.005983114242553711,0.00797891616821289,1,0.57
8,1000000,1.7584767960107686,0.7421127809452887,0.05385589599609375,0.07380270957946777,1,0.58
8,10000000,0.7708175140207785,0.18931091609701628,0.5385589599609375,0.7370283603668213,1,0.58
2,10000,1.0353273119828856,0.05741222645598442,0.045877695083618164,0.007978677749633789,2,0.15
2,100000,0.9824304291421246,0.017418103877930205,0.0019941329956054688,0.003989696502685547,2,0.67
2,1000000,0.9989397134234802,0.0055429220882759365,0.015956878662109375,0.030917644500732422,2,0.66
2,10000000,0.9994736154822181,0.0017543487951767445,0.16954612731933594,0.2982022762298584,2,0.64
4,10000,0.5325504117404558,0.12082273940579136,0.009973526000976562,0.008975982666015625,2,0.47
4,100000,0.8860798742041402,0.09154033626501981,0.002991914749145508,0.00498652458190918,2,0.62
4,1000000,1.0054981428864143,0.03169479367982123,0.03291201591491699,0.04488015174865723,2,0.58
4,10000000,1.019407967035664,0.010173837431839833,0.2702765464782715,0.4478020668029785,2,0.62
6,10000,0.1400350011097689,0.08079057058702464,0.02094435691833496,0.007978200912475586,2,0.28
6,100000,3.0538155285415507,1.3393923498256484,0.003989219665527344,0.006981372833251953,2,0.64
6,1000000,1.1514094688206022,0.24482188972299898,0.04089069366455078,0.06482648849487305,2,0.61
6,10000000,0.9643211882418159,0.05540437005069919,0.4059140682220459,0.5894231796264648,2,0.59
8,10000,0.0060930080872871,0.0050785674478206885,0.0359039306640625,0.007978677749633789,2,0.18
8,100000,0.5659166819625626,0.49344449436667936,0.006981372833251953,0.006981372833251953,2,0.5
8,1000000,0.8862812845655113,0.4092754887110461,0.05385565757751465,0.07280540466308594,2,0.57
8,10000000,1.1701238053627359,0.3373272317070368,0.5405538082122803,0.739022970199585,2,0.58
2,10000,1.053593113646663,0.056632372518270246,0.047872304916381836,0.007979154586791992,3,0.14
2,100000,0.994552340767024,0.017589888087967756,0.001993894577026367,0.0029921531677246094,3,0.6
2,1000000,0.9974360244875893,0.0055454037969283375,0.015956878662109375,0.029920339584350586,3,0.65
2,10000000,1.0010514961195118,0.0017574530710676335,0.13962626457214355,0.301194429397583,3,0.68
4,10000,1.1164502046688123,0.32480003282548175,0.009973526000976562,0.0069811344146728516,3,0.41
4,100000,0.9049866627929593,0.08863479621556418,0.002991914749145508,0.00399017333984375,3,0.57
4,1000000,0.9972614244198577,0.03167716440510086,0.032911062240600586,0.04488062858581543,3,0.58
4,10000000,0.9886351527316898,0.009878043510389912,0.2762601375579834,0.44580769538879395,3,0.62
6,10000,0.7628998183573036,0.7059479919222231,0.021941423416137695,0.007978200912475586,3,0.27
6,100000,0.6194418704599716,0.21993239188214897,0.004986763000488281,0.005984306335449219,3,0.55
6,1000000,0.8424990537043509,0.12305740535265954,0.041887760162353516,0.05884242057800293,3,0.58
6,10000000,1.029347792271366,0.059103604053364595,0.40990352630615234,0.5924150943756104,3,0.59
8,10000,0.00011452183349448182,0.00011208043440518863,0.0359036922454834,0.00797891616821289,3,0.18
8,100000,0.8834150231522183,0.46519159999307064,0.005983591079711914,0.00797891616821289,3,0.57
8,1000000,0.28543435293634667,0.1138442301005533,0.05884265899658203,0.07579731941223145,3,0.56
8,10000000,1.1790037723623938,0.36461659054383416,0.5375618934631348,0.7390227317810059,3,0.58
2,10000,1.0068733048939666,0.055208354935729155,0.049866676330566406,0.007978677749633789,4,0.14
2,100000,1.030894759008284,0.017872838397437748,0.0009970664978027344,0.002991914749145508,4,0.75
2,1000000,0.9988624331854847,0.0055481647096464765,0.013962507247924805,0.03390932083129883,4,0.71
2,10000000,0.9980374028794077,0.0017529686575572078,0.13862895965576172,0.29919981956481934,4,0.68
4,10000,0.9144619192335088,0.2245174378839529,0.010970830917358398,0.0069811344146728516,4,0.39
4,100000,1.0811777636538202,0.10214631511806146,0.002991914749145508,0.004986763000488281,4,0.63
4,1000000,1.0140270581589979,0.03182604017595994,0.026927709579467773,0.05086398124694824,4,0.65
4,10000000,0.9841145979078054,0.00994716163370107,0.27426624298095703,0.4468050003051758,4,0.62
6,10000,0.43383796968960103,0.3007085382055475,0.02094411849975586,0.008975505828857422,4,0.3
6,100000,1.768461497570757,0.8179911852209548,0.00498652458190918,0.005984067916870117,4,0.55
6,1000000,0.965192260645295,0.1873102795134404,0.04089069366455078,0.060837507247924805,4,0.6
6,10000000,0.983616403596342,0.05967393297665094,0.4029216766357422,0.5983991622924805,4,0.6
8,10000,0.0262566514993098,0.023827433235931728,0.03989386558532715,0.008975505828857422,4,0.18
8,100000,0.13171694615346455,0.12878661659591067,0.006981372833251953,0.007978677749633789,4,0.53
8,1000000,1.9811837971207713,0.8847971021271281,0.05385589599609375,0.07380270957946777,4,0.58
8,10000000,0.5858689774744644,0.16684330877322404,0.5395562648773193,0.7430121898651123,4,0.58
2,10000,1.0283811496304698,0.05546469589643925,0.05186152458190918,0.009973287582397461,5,0.16
2,100000,1.019060640550751,0.017804116712823836,0.000997304916381836,0.002992391586303711,5,0.75
2,1000000,0.9988958129106958,0.005546076094398142,0.013962030410766602,0.030917644500732422,5,0.69
2,10000000,0.9976448992443202,0.00175291248427368,0.1356368064880371,0.3151571750640869,5,0.7
4,10000,0.4328430754311418,0.13561702846639687,0.011967897415161133,0.006981372833251953,5,0.37
4,100000,1.0222365574394132,0.09875400973180119,0.0029916763305664062,0.004986763000488281,5,0.63
4,1000000,0.9938890569437535,0.031330426861453264,0.026927947998046875,0.048870086669921875,5,0.64
4,10000000,1.022114260191222,0.01022527312036564,0.26927876472473145,0.44580745697021484,5,0.62
6,10000,0.042173140340299106,0.024090766778291976,0.021941423416137695,0.007978439331054688,5,0.27
6,100000,0.5954064164325193,0.20831322975873423,0.004986763000488281,0.005983829498291016,5,0.55
6,1000000,0.8231132980901951,0.13138435122711992,0.04089069366455078,0.060837507247924805,5,0.6
6,10000000,1.051883099599873,0.058855777281980215,0.403918981552124,0.6053805351257324,5,0.6
